'Time and date','I','aVF','ABP','PAP','CVP','PLETH','CO2','RESP'
'[23:18:13.842 12/03/1996]',0.005,-0.168,76.700,17.700,5.688,0.274,29.583,-0.528
'[23:18:13.844 12/03/1996]',0.002,-0.175,76.700,17.700,5.688,0.274,29.583,-0.528
'[23:18:13.846 12/03/1996]',-0.001,-0.182,76.700,17.700,5.688,0.274,29.583,-0.528
'[23:18:13.848 12/03/1996]',-0.003,-0.186,76.350,17.875,5.450,0.237,29.583,-0.527
'[23:18:13.850 12/03/1996]',-0.005,-0.191,76.350,17.875,5.450,0.237,29.583,-0.527
'[23:18:13.852 12/03/1996]',-0.006,-0.194,76.350,17.875,5.450,0.237,29.583,-0.527
'[23:18:13.854 12/03/1996]',-0.007,-0.196,76.350,17.875,5.450,0.237,29.583,-0.527
'[23:18:13.856 12/03/1996]',-0.007,-0.197,76.050,18.150,5.213,0.201,29.583,-0.526
'[23:18:13.858 12/03/1996]',-0.008,-0.198,76.050,18.150,5.213,0.201,29.583,-0.526
'[23:18:13.860 12/03/1996]',-0.008,-0.199,76.050,18.150,5.213,0.201,29.583,-0.526
'[23:18:13.862 12/03/1996]',-0.008,-0.199,76.050,18.150,5.213,0.201,29.583,-0.526
'[23:18:13.864 12/03/1996]',-0.007,-0.200,75.800,18.400,4.987,0.166,29.583,-0.525
'[23:18:13.866 12/03/1996]',-0.007,-0.201,75.800,18.400,4.987,0.166,29.583,-0.525
'[23:18:13.868 12/03/1996]',-0.007,-0.202,75.800,18.400,4.987,0.166,29.583,-0.525
'[23:18:13.870 12/03/1996]',-0.008,-0.202,75.800,18.400,4.987,0.166,29.583,-0.525
'[23:18:13.872 12/03/1996]',-0.009,-0.202,75.550,18.500,4.812,0.130,29.600,-0.524
'[23:18:13.874 12/03/1996]',-0.011,-0.201,75.550,18.500,4.812,0.130,29.600,-0.524
'[23:18:13.876 12/03/1996]',-0.011,-0.201,75.550,18.500,4.812,0.130,29.600,-0.524
'[23:18:13.878 12/03/1996]',-0.012,-0.200,75.550,18.500,4.812,0.130,29.600,-0.524
'[23:18:13.880 12/03/1996]',-0.014,-0.199,75.350,18.400,4.688,0.095,29.617,-0.523
'[23:18:13.882 12/03/1996]',-0.016,-0.198,75.350,18.400,4.688,0.095,29.617,-0.523
'[23:18:13.884 12/03/1996]',-0.017,-0.197,75.350,18.400,4.688,0.095,29.617,-0.523
'[23:18:13.886 12/03/1996]',-0.018,-0.196,75.350,18.400,4.688,0.095,29.617,-0.523
'[23:18:13.888 12/03/1996]',-0.018,-0.196,75.150,18.150,4.638,0.061,29.633,-0.522
'[23:18:13.890 12/03/1996]',-0.019,-0.196,75.150,18.150,4.638,0.061,29.633,-0.522
'[23:18:13.892 12/03/1996]',-0.018,-0.197,75.150,18.150,4.638,0.061,29.633,-0.522
'[23:18:13.894 12/03/1996]',-0.018,-0.197,75.150,18.150,4.638,0.061,29.633,-0.522
'[23:18:13.896 12/03/1996]',-0.018,-0.198,75.000,17.925,4.688,0.028,29.667,-0.522
'[23:18:13.898 12/03/1996]',-0.017,-0.199,75.000,17.925,4.688,0.028,29.667,-0.522
'[23:18:13.900 12/03/1996]',-0.018,-0.200,75.000,17.925,4.688,0.028,29.667,-0.522
'[23:18:13.902 12/03/1996]',-0.018,-0.201,75.000,17.925,4.688,0.028,29.667,-0.522
'[23:18:13.904 12/03/1996]',-0.019,-0.202,74.850,17.575,4.750,-0.004,29.700,-0.521
'[23:18:13.906 12/03/1996]',-0.020,-0.202,74.850,17.575,4.750,-0.004,29.700,-0.521
'[23:18:13.908 12/03/1996]',-0.021,-0.202,74.850,17.575,4.750,-0.004,29.700,-0.521
'[23:18:13.910 12/03/1996]',-0.022,-0.201,74.850,17.575,4.750,-0.004,29.700,-0.521
'[23:18:13.912 12/03/1996]',-0.022,-0.201,74.800,17.225,4.925,-0.034,29.733,-0.521
'[23:18:13.914 12/03/1996]',-0.022,-0.201,74.800,17.225,4.925,-0.034,29.733,-0.521
'[23:18:13.916 12/03/1996]',-0.021,-0.201,74.800,17.225,4.925,-0.034,29.733,-0.521
'[23:18:13.918 12/03/1996]',-0.021,-0.201,74.800,17.225,4.925,-0.034,29.733,-0.521
'[23:18:13.920 12/03/1996]',-0.021,-0.201,74.800,16.625,5.162,-0.064,29.767,-0.521
'[23:18:13.922 12/03/1996]',-0.020,-0.200,74.800,16.625,5.162,-0.064,29.767,-0.521
'[23:18:13.924 12/03/1996]',-0.021,-0.199,74.800,16.625,5.162,-0.064,29.767,-0.521
'[23:18:13.926 12/03/1996]',-0.021,-0.198,74.800,16.625,5.162,-0.064,29.767,-0.521
'[23:18:13.928 12/03/1996]',-0.021,-0.198,74.750,15.875,5.450,-0.093,29.883,-0.521
'[23:18:13.930 12/03/1996]',-0.022,-0.197,74.750,15.875,5.450,-0.093,29.883,-0.521
'[23:18:13.932 12/03/1996]',-0.022,-0.197,74.750,15.875,5.450,-0.093,29.883,-0.521
'[23:18:13.934 12/03/1996]',-0.022,-0.197,74.750,15.875,5.450,-0.093,29.883,-0.521
'[23:18:13.936 12/03/1996]',-0.022,-0.196,74.550,14.950,5.750,-0.121,30.017,-0.521
'[23:18:13.938 12/03/1996]',-0.023,-0.195,74.550,14.950,5.750,-0.121,30.017,-0.521
'[23:18:13.940 12/03/1996]',-0.024,-0.195,74.550,14.950,5.750,-0.121,30.017,-0.521
'[23:18:13.942 12/03/1996]',-0.025,-0.194,74.550,14.950,5.750,-0.121,30.017,-0.521
'[23:18:13.944 12/03/1996]',-0.026,-0.195,74.450,13.875,6.100,-0.147,30.150,-0.521
'[23:18:13.946 12/03/1996]',-0.028,-0.195,74.450,13.875,6.100,-0.147,30.150,-0.521
'[23:18:13.948 12/03/1996]',-0.028,-0.197,74.450,13.875,6.100,-0.147,30.150,-0.521
'[23:18:13.950 12/03/1996]',-0.028,-0.198,74.450,13.875,6.100,-0.147,30.150,-0.521
'[23:18:13.952 12/03/1996]',-0.026,-0.199,74.400,12.700,6.388,-0.171,30.283,-0.521
'[23:18:13.954 12/03/1996]',-0.025,-0.200,74.400,12.700,6.388,-0.171,30.283,-0.521
'[23:18:13.956 12/03/1996]',-0.019,-0.198,74.400,12.700,6.388,-0.171,30.283,-0.521
'[23:18:13.958 12/03/1996]',-0.013,-0.196,74.400,12.700,6.388,-0.171,30.283,-0.521
'[23:18:13.960 12/03/1996]',0.000,-0.188,74.450,11.600,6.625,-0.194,30.333,-0.521
'[23:18:13.962 12/03/1996]',0.013,-0.179,74.450,11.600,6.625,-0.194,30.333,-0.521
'[23:18:13.964 12/03/1996]',0.038,-0.163,74.450,11.600,6.625,-0.194,30.333,-0.521
'[23:18:13.966 12/03/1996]',0.064,-0.146,74.450,11.600,6.625,-0.194,30.333,-0.521
'[23:18:13.968 12/03/1996]',0.103,-0.123,74.550,10.600,6.737,-0.216,30.400,-0.521
'[23:18:13.970 12/03/1996]',0.143,-0.100,74.550,10.600,6.737,-0.216,30.400,-0.521
'[23:18:13.972 12/03/1996]',0.196,-0.075,74.550,10.600,6.737,-0.216,30.400,-0.521
'[23:18:13.974 12/03/1996]',0.249,-0.050,74.550,10.600,6.737,-0.216,30.400,-0.521
'[23:18:13.976 12/03/1996]',0.309,-0.028,74.500,10.025,6.800,-0.236,30.467,-0.521
'[23:18:13.978 12/03/1996]',0.370,-0.005,74.500,10.025,6.800,-0.236,30.467,-0.521
'[23:18:13.980 12/03/1996]',0.430,0.013,74.500,10.025,6.800,-0.236,30.467,-0.521
'[23:18:13.982 12/03/1996]',0.490,0.030,74.500,10.025,6.800,-0.236,30.467,-0.521
'[23:18:13.984 12/03/1996]',0.539,0.040,74.450,9.725,6.800,-0.255,30.533,-0.521
'[23:18:13.986 12/03/1996]',0.588,0.049,74.450,9.725,6.800,-0.255,30.533,-0.521
'[23:18:13.988 12/03/1996]',0.621,0.050,74.450,9.725,6.800,-0.255,30.533,-0.521
'[23:18:13.990 12/03/1996]',0.653,0.050,74.450,9.725,6.800,-0.255,30.533,-0.521
'[23:18:13.992 12/03/1996]',0.664,0.046,74.400,9.775,6.737,-0.272,30.650,-0.521
'[23:18:13.994 12/03/1996]',0.676,0.042,74.400,9.775,6.737,-0.272,30.650,-0.521
'[23:18:13.996 12/03/1996]',0.664,0.041,74.400,9.775,6.737,-0.272,30.650,-0.521
'[23:18:13.998 12/03/1996]',0.652,0.040,74.400,9.775,6.737,-0.272,30.650,-0.521
'[23:18:14.000 12/03/1996]',0.619,0.045,74.400,10.200,6.625,-0.287,30.767,-0.521
'[23:18:14.002 12/03/1996]',0.586,0.050,74.400,10.200,6.625,-0.287,30.767,-0.521
'[23:18:14.004 12/03/1996]',0.538,0.060,74.400,10.200,6.625,-0.287,30.767,-0.521
'[23:18:14.006 12/03/1996]',0.491,0.070,74.400,10.200,6.625,-0.287,30.767,-0.521
'[23:18:14.008 12/03/1996]',0.438,0.081,74.400,11.075,6.513,-0.303,30.883,-0.521
'[23:18:14.010 12/03/1996]',0.384,0.091,74.400,11.075,6.513,-0.303,30.883,-0.521
'[23:18:14.012 12/03/1996]',0.334,0.100,74.400,11.075,6.513,-0.303,30.883,-0.521
'[23:18:14.014 12/03/1996]',0.284,0.108,74.400,11.075,6.513,-0.303,30.883,-0.521
'[23:18:14.016 12/03/1996]',0.244,0.114,74.350,12.300,6.325,-0.316,31.000,-0.521
'[23:18:14.018 12/03/1996]',0.205,0.119,74.350,12.300,6.325,-0.316,31.000,-0.521
'[23:18:14.020 12/03/1996]',0.176,0.122,74.350,12.300,6.325,-0.316,31.000,-0.521
'[23:18:14.022 12/03/1996]',0.148,0.125,74.350,12.300,6.325,-0.316,31.000,-0.521
'[23:18:14.024 12/03/1996]',0.129,0.126,74.300,13.700,6.150,-0.329,30.983,-0.521
'[23:18:14.026 12/03/1996]',0.109,0.127,74.300,13.700,6.150,-0.329,30.983,-0.521
'[23:18:14.028 12/03/1996]',0.095,0.122,74.300,13.700,6.150,-0.329,30.983,-0.521
'[23:18:14.030 12/03/1996]',0.081,0.118,74.300,13.700,6.150,-0.329,30.983,-0.521
'[23:18:14.032 12/03/1996]',0.070,0.104,74.200,15.225,5.925,-0.341,30.983,-0.520
'[23:18:14.034 12/03/1996]',0.058,0.090,74.200,15.225,5.925,-0.341,30.983,-0.520
'[23:18:14.036 12/03/1996]',0.048,0.067,74.200,15.225,5.925,-0.341,30.983,-0.520
'[23:18:14.038 12/03/1996]',0.037,0.043,74.200,15.225,5.925,-0.341,30.983,-0.520
'[23:18:14.040 12/03/1996]',0.028,0.012,74.200,16.525,5.688,-0.352,30.983,-0.519
'[23:18:14.042 12/03/1996]',0.018,-0.019,74.200,16.525,5.688,-0.352,30.983,-0.519
'[23:18:14.044 12/03/1996]',0.007,-0.054,74.200,16.525,5.688,-0.352,30.983,-0.519
'[23:18:14.046 12/03/1996]',-0.003,-0.089,74.200,16.525,5.688,-0.352,30.983,-0.519
'[23:18:14.048 12/03/1996]',-0.015,-0.126,74.300,17.525,5.450,-0.365,30.983,-0.519
'[23:18:14.050 12/03/1996]',-0.027,-0.163,74.300,17.525,5.450,-0.365,30.983,-0.519
'[23:18:14.052 12/03/1996]',-0.040,-0.198,74.300,17.525,5.450,-0.365,30.983,-0.519
'[23:18:14.054 12/03/1996]',-0.053,-0.232,74.300,17.525,5.450,-0.365,30.983,-0.519
'[23:18:14.056 12/03/1996]',-0.064,-0.260,74.350,17.975,5.213,-0.375,31.017,-0.519
'[23:18:14.058 12/03/1996]',-0.075,-0.288,74.350,17.975,5.213,-0.375,31.017,-0.519
'[23:18:14.060 12/03/1996]',-0.083,-0.305,74.350,17.975,5.213,-0.375,31.017,-0.519
'[23:18:14.062 12/03/1996]',-0.091,-0.322,74.350,17.975,5.213,-0.375,31.017,-0.519
'[23:18:14.064 12/03/1996]',-0.096,-0.329,74.300,17.800,5.037,-0.386,31.050,-0.521
'[23:18:14.066 12/03/1996]',-0.101,-0.335,74.300,17.800,5.037,-0.386,31.050,-0.521
'[23:18:14.068 12/03/1996]',-0.104,-0.332,74.300,17.800,5.037,-0.386,31.050,-0.521
'[23:18:14.070 12/03/1996]',-0.108,-0.329,74.300,17.800,5.037,-0.386,31.050,-0.521
'[23:18:14.072 12/03/1996]',-0.110,-0.320,74.200,17.050,4.925,-0.397,31.083,-0.523
'[23:18:14.074 12/03/1996]',-0.111,-0.311,74.200,17.050,4.925,-0.397,31.083,-0.523
'[23:18:14.076 12/03/1996]',-0.113,-0.299,74.200,17.050,4.925,-0.397,31.083,-0.523
'[23:18:14.078 12/03/1996]',-0.114,-0.287,74.200,17.050,4.925,-0.397,31.083,-0.523
'[23:18:14.080 12/03/1996]',-0.116,-0.274,74.100,15.825,4.862,-0.407,31.117,-0.526
'[23:18:14.082 12/03/1996]',-0.118,-0.261,74.100,15.825,4.862,-0.407,31.117,-0.526
'[23:18:14.084 12/03/1996]',-0.120,-0.248,74.100,15.825,4.862,-0.407,31.117,-0.526
'[23:18:14.086 12/03/1996]',-0.122,-0.235,74.100,15.825,4.862,-0.407,31.117,-0.526
'[23:18:14.088 12/03/1996]',-0.123,-0.224,74.100,14.475,4.812,-0.420,31.117,-0.528
'[23:18:14.090 12/03/1996]',-0.125,-0.212,74.100,14.475,4.812,-0.420,31.117,-0.528
'[23:18:14.092 12/03/1996]',-0.126,-0.203,74.100,14.475,4.812,-0.420,31.117,-0.528
'[23:18:14.094 12/03/1996]',-0.126,-0.193,74.100,14.475,4.812,-0.420,31.117,-0.528
'[23:18:14.096 12/03/1996]',-0.127,-0.185,74.150,13.600,4.750,-0.429,31.150,-0.531
'[23:18:14.098 12/03/1996]',-0.127,-0.178,74.150,13.600,4.750,-0.429,31.150,-0.531
'[23:18:14.100 12/03/1996]',-0.127,-0.172,74.150,13.600,4.750,-0.429,31.150,-0.531
'[23:18:14.102 12/03/1996]',-0.127,-0.167,74.150,13.600,4.750,-0.429,31.150,-0.531
'[23:18:14.104 12/03/1996]',-0.128,-0.163,74.100,13.475,4.750,-0.439,31.183,-0.533
'[23:18:14.106 12/03/1996]',-0.128,-0.158,74.100,13.475,4.750,-0.439,31.183,-0.533
'[23:18:14.108 12/03/1996]',-0.129,-0.154,74.100,13.475,4.750,-0.439,31.183,-0.533
'[23:18:14.110 12/03/1996]',-0.130,-0.150,74.100,13.475,4.750,-0.439,31.183,-0.533
'[23:18:14.112 12/03/1996]',-0.131,-0.147,74.050,14.300,4.688,-0.449,31.217,-0.535
'[23:18:14.114 12/03/1996]',-0.131,-0.145,74.050,14.300,4.688,-0.449,31.217,-0.535
'[23:18:14.116 12/03/1996]',-0.132,-0.144,74.050,14.300,4.688,-0.449,31.217,-0.535
'[23:18:14.118 12/03/1996]',-0.133,-0.143,74.050,14.300,4.688,-0.449,31.217,-0.535
'[23:18:14.120 12/03/1996]',-0.135,-0.141,74.050,16.000,4.688,-0.456,31.250,-0.537
'[23:18:14.122 12/03/1996]',-0.136,-0.140,74.050,16.000,4.688,-0.456,31.250,-0.537
'[23:18:14.124 12/03/1996]',-0.138,-0.139,74.050,16.000,4.688,-0.456,31.250,-0.537
'[23:18:14.126 12/03/1996]',-0.139,-0.137,74.050,16.000,4.688,-0.456,31.250,-0.537
'[23:18:14.128 12/03/1996]',-0.139,-0.136,74.100,18.050,4.638,-0.464,31.283,-0.539
'[23:18:14.130 12/03/1996]',-0.139,-0.134,74.100,18.050,4.638,-0.464,31.283,-0.539
'[23:18:14.132 12/03/1996]',-0.140,-0.133,74.100,18.050,4.638,-0.464,31.283,-0.539
'[23:18:14.134 12/03/1996]',-0.140,-0.131,74.100,18.050,4.638,-0.464,31.283,-0.539
'[23:18:14.136 12/03/1996]',-0.141,-0.129,74.100,20.025,4.638,-0.472,31.317,-0.540
'[23:18:14.138 12/03/1996]',-0.143,-0.127,74.100,20.025,4.638,-0.472,31.317,-0.540
'[23:18:14.140 12/03/1996]',-0.143,-0.124,74.100,20.025,4.638,-0.472,31.317,-0.540
'[23:18:14.142 12/03/1996]',-0.144,-0.121,74.100,20.025,4.638,-0.472,31.317,-0.540
'[23:18:14.144 12/03/1996]',-0.145,-0.119,74.100,21.550,4.575,-0.479,31.350,-0.541
'[23:18:14.146 12/03/1996]',-0.147,-0.117,74.100,21.550,4.575,-0.479,31.350,-0.541
'[23:18:14.148 12/03/1996]',-0.148,-0.116,74.100,21.550,4.575,-0.479,31.350,-0.541
'[23:18:14.150 12/03/1996]',-0.150,-0.115,74.100,21.550,4.575,-0.479,31.350,-0.541
'[23:18:14.152 12/03/1996]',-0.151,-0.113,74.050,22.550,4.575,-0.484,31.383,-0.542
'[23:18:14.154 12/03/1996]',-0.152,-0.110,74.050,22.550,4.575,-0.484,31.383,-0.542
'[23:18:14.156 12/03/1996]',-0.153,-0.106,74.050,22.550,4.575,-0.484,31.383,-0.542
'[23:18:14.158 12/03/1996]',-0.155,-0.103,74.050,22.550,4.575,-0.484,31.383,-0.542
'[23:18:14.160 12/03/1996]',-0.157,-0.100,74.100,23.375,4.638,-0.489,31.417,-0.542
'[23:18:14.162 12/03/1996]',-0.158,-0.096,74.100,23.375,4.638,-0.489,31.417,-0.542
'[23:18:14.164 12/03/1996]',-0.160,-0.092,74.100,23.375,4.638,-0.489,31.417,-0.542
'[23:18:14.166 12/03/1996]',-0.162,-0.088,74.100,23.375,4.638,-0.489,31.417,-0.542
'[23:18:14.168 12/03/1996]',-0.164,-0.083,74.300,24.250,4.750,-0.494,31.450,-0.543
'[23:18:14.170 12/03/1996]',-0.166,-0.078,74.300,24.250,4.750,-0.494,31.450,-0.543
'[23:18:14.172 12/03/1996]',-0.168,-0.074,74.300,24.250,4.750,-0.494,31.450,-0.543
'[23:18:14.174 12/03/1996]',-0.169,-0.070,74.300,24.250,4.750,-0.494,31.450,-0.543
'[23:18:14.176 12/03/1996]',-0.171,-0.068,74.800,25.300,4.812,-0.499,31.483,-0.543
'[23:18:14.178 12/03/1996]',-0.172,-0.065,74.800,25.300,4.812,-0.499,31.483,-0.543
'[23:18:14.180 12/03/1996]',-0.172,-0.061,74.800,25.300,4.812,-0.499,31.483,-0.543
'[23:18:14.182 12/03/1996]',-0.172,-0.058,74.800,25.300,4.812,-0.499,31.483,-0.543
'[23:18:14.184 12/03/1996]',-0.171,-0.054,75.750,26.600,4.925,-0.500,31.533,-0.543
'[23:18:14.186 12/03/1996]',-0.169,-0.051,75.750,26.600,4.925,-0.500,31.533,-0.543
'[23:18:14.188 12/03/1996]',-0.168,-0.049,75.750,26.600,4.925,-0.500,31.533,-0.543
'[23:18:14.190 12/03/1996]',-0.167,-0.046,75.750,26.600,4.925,-0.500,31.533,-0.543
'[23:18:14.192 12/03/1996]',-0.166,-0.044,77.050,28.000,5.037,-0.500,31.583,-0.543
'[23:18:14.194 12/03/1996]',-0.164,-0.043,77.050,28.000,5.037,-0.500,31.583,-0.543
'[23:18:14.196 12/03/1996]',-0.162,-0.042,77.050,28.000,5.037,-0.500,31.583,-0.543
'[23:18:14.198 12/03/1996]',-0.160,-0.041,77.050,28.000,5.037,-0.500,31.583,-0.543
'[23:18:14.200 12/03/1996]',-0.157,-0.041,77.950,29.400,5.162,-0.496,31.633,-0.543
'[23:18:14.202 12/03/1996]',-0.153,-0.040,77.950,29.400,5.162,-0.496,31.633,-0.543
'[23:18:14.204 12/03/1996]',-0.149,-0.040,77.950,29.400,5.162,-0.496,31.633,-0.543
'[23:18:14.206 12/03/1996]',-0.145,-0.040,77.950,29.400,5.162,-0.496,31.633,-0.543
'[23:18:14.208 12/03/1996]',-0.140,-0.040,78.150,30.650,5.338,-0.488,31.683,-0.543
'[23:18:14.210 12/03/1996]',-0.135,-0.040,78.150,30.650,5.338,-0.488,31.683,-0.543
'[23:18:14.212 12/03/1996]',-0.129,-0.040,78.150,30.650,5.338,-0.488,31.683,-0.543
'[23:18:14.214 12/03/1996]',-0.123,-0.040,78.150,30.650,5.338,-0.488,31.683,-0.543
'[23:18:14.216 12/03/1996]',-0.117,-0.040,78.100,31.575,5.513,-0.474,31.733,-0.543
'[23:18:14.218 12/03/1996]',-0.110,-0.040,78.100,31.575,5.513,-0.474,31.733,-0.543
'[23:18:14.220 12/03/1996]',-0.104,-0.040,78.100,31.575,5.513,-0.474,31.733,-0.543
'[23:18:14.222 12/03/1996]',-0.098,-0.040,78.100,31.575,5.513,-0.474,31.733,-0.543
'[23:18:14.224 12/03/1996]',-0.093,-0.041,78.600,32.100,5.688,-0.451,31.817,-0.543
'[23:18:14.226 12/03/1996]',-0.088,-0.041,78.600,32.100,5.688,-0.451,31.817,-0.543
'[23:18:14.228 12/03/1996]',-0.084,-0.043,78.600,32.100,5.688,-0.451,31.817,-0.543
'[23:18:14.230 12/03/1996]',-0.079,-0.044,78.600,32.100,5.688,-0.451,31.817,-0.543
'[23:18:14.232 12/03/1996]',-0.073,-0.046,80.150,32.225,5.862,-0.423,31.900,-0.543
'[23:18:14.234 12/03/1996]',-0.068,-0.048,80.150,32.225,5.862,-0.423,31.900,-0.543
'[23:18:14.236 12/03/1996]',-0.064,-0.049,80.150,32.225,5.862,-0.423,31.900,-0.543
'[23:18:14.238 12/03/1996]',-0.060,-0.049,80.150,32.225,5.862,-0.423,31.900,-0.543
'[23:18:14.240 12/03/1996]',-0.055,-0.051,81.800,31.925,6.037,-0.385,31.983,-0.543
'[23:18:14.242 12/03/1996]',-0.050,-0.053,81.800,31.925,6.037,-0.385,31.983,-0.543
'[23:18:14.244 12/03/1996]',-0.046,-0.056,81.800,31.925,6.037,-0.385,31.983,-0.543
'[23:18:14.246 12/03/1996]',-0.042,-0.059,81.800,31.925,6.037,-0.385,31.983,-0.543
'[23:18:14.248 12/03/1996]',-0.038,-0.062,82.900,31.275,6.275,-0.339,31.967,-0.542
'[23:18:14.250 12/03/1996]',-0.035,-0.065,82.900,31.275,6.275,-0.339,31.967,-0.542
'[23:18:14.252 12/03/1996]',-0.032,-0.068,82.900,31.275,6.275,-0.339,31.967,-0.542
'[23:18:14.254 12/03/1996]',-0.029,-0.071,82.900,31.275,6.275,-0.339,31.967,-0.542
'[23:18:14.256 12/03/1996]',-0.027,-0.075,83.600,30.350,6.513,-0.285,31.950,-0.542
'[23:18:14.258 12/03/1996]',-0.025,-0.079,83.600,30.350,6.513,-0.285,31.950,-0.542
'[23:18:14.260 12/03/1996]',-0.023,-0.084,83.600,30.350,6.513,-0.285,31.950,-0.542
'[23:18:14.262 12/03/1996]',-0.021,-0.089,83.600,30.350,6.513,-0.285,31.950,-0.542
'[23:18:14.264 12/03/1996]',-0.019,-0.094,84.400,29.400,6.737,-0.225,31.933,-0.541
'[23:18:14.266 12/03/1996]',-0.018,-0.099,84.400,29.400,6.737,-0.225,31.933,-0.541
'[23:18:14.268 12/03/1996]',-0.017,-0.103,84.400,29.400,6.737,-0.225,31.933,-0.541
'[23:18:14.270 12/03/1996]',-0.016,-0.107,84.400,29.400,6.737,-0.225,31.933,-0.541
'[23:18:14.272 12/03/1996]',-0.017,-0.112,85.350,28.475,6.975,-0.159,31.917,-0.541
'[23:18:14.274 12/03/1996]',-0.018,-0.116,85.350,28.475,6.975,-0.159,31.917,-0.541
'[23:18:14.276 12/03/1996]',-0.018,-0.120,85.350,28.475,6.975,-0.159,31.917,-0.541
'[23:18:14.278 12/03/1996]',-0.019,-0.124,85.350,28.475,6.975,-0.159,31.917,-0.541
'[23:18:14.280 12/03/1996]',-0.019,-0.129,86.250,27.700,7.213,-0.091,31.900,-0.540
'[23:18:14.282 12/03/1996]',-0.019,-0.133,86.250,27.700,7.213,-0.091,31.900,-0.540
'[23:18:14.284 12/03/1996]',-0.019,-0.138,86.250,27.700,7.213,-0.091,31.900,-0.540
'[23:18:14.286 12/03/1996]',-0.020,-0.142,86.250,27.700,7.213,-0.091,31.900,-0.540
'[23:18:14.288 12/03/1996]',-0.021,-0.146,86.900,26.950,7.450,-0.023,31.900,-0.540
'[23:18:14.290 12/03/1996]',-0.021,-0.151,86.900,26.950,7.450,-0.023,31.900,-0.540
'[23:18:14.292 12/03/1996]',-0.021,-0.155,86.900,26.950,7.450,-0.023,31.900,-0.540
'[23:18:14.294 12/03/1996]',-0.020,-0.159,86.900,26.950,7.450,-0.023,31.900,-0.540
'[23:18:14.296 12/03/1996]',-0.021,-0.161,87.350,26.125,7.625,0.048,31.900,-0.539
'[23:18:14.298 12/03/1996]',-0.021,-0.162,87.350,26.125,7.625,0.048,31.900,-0.539
'[23:18:14.300 12/03/1996]',-0.021,-0.163,87.350,26.125,7.625,0.048,31.900,-0.539
'[23:18:14.302 12/03/1996]',-0.022,-0.163,87.350,26.125,7.625,0.048,31.900,-0.539
'[23:18:14.304 12/03/1996]',-0.022,-0.164,87.600,25.250,7.850,0.116,31.900,-0.539
'[23:18:14.306 12/03/1996]',-0.023,-0.165,87.600,25.250,7.850,0.116,31.900,-0.539
'[23:18:14.308 12/03/1996]',-0.024,-0.167,87.600,25.250,7.850,0.116,31.900,-0.539
'[23:18:14.310 12/03/1996]',-0.025,-0.169,87.600,25.250,7.850,0.116,31.900,-0.539
'[23:18:14.312 12/03/1996]',-0.026,-0.171,87.700,24.325,8.025,0.179,31.800,-0.539
'[23:18:14.314 12/03/1996]',-0.028,-0.172,87.700,24.325,8.025,0.179,31.800,-0.539
'[23:18:14.316 12/03/1996]',-0.029,-0.173,87.700,24.325,8.025,0.179,31.800,-0.539
'[23:18:14.318 12/03/1996]',-0.029,-0.174,87.700,24.325,8.025,0.179,31.800,-0.539
'[23:18:14.320 12/03/1996]',-0.029,-0.174,87.600,23.250,8.150,0.242,31.733,-0.538
'[23:18:14.322 12/03/1996]',-0.030,-0.175,87.600,23.250,8.150,0.242,31.733,-0.538
'[23:18:14.324 12/03/1996]',-0.030,-0.176,87.600,23.250,8.150,0.242,31.733,-0.538
'[23:18:14.326 12/03/1996]',-0.031,-0.177,87.600,23.250,8.150,0.242,31.733,-0.538
'[23:18:14.328 12/03/1996]',-0.032,-0.178,87.300,22.550,8.200,0.299,31.667,-0.538
'[23:18:14.330 12/03/1996]',-0.033,-0.180,87.300,22.550,8.200,0.299,31.667,-0.538
'[23:18:14.332 12/03/1996]',-0.034,-0.181,87.300,22.550,8.200,0.299,31.667,-0.538
'[23:18:14.334 12/03/1996]',-0.034,-0.183,87.300,22.550,8.200,0.299,31.667,-0.538
'[23:18:14.336 12/03/1996]',-0.034,-0.182,86.650,22.450,8.262,0.353,31.600,-0.537
'[23:18:14.338 12/03/1996]',-0.033,-0.182,86.650,22.450,8.262,0.353,31.600,-0.537
'[23:18:14.340 12/03/1996]',-0.034,-0.181,86.650,22.450,8.262,0.353,31.600,-0.537
'[23:18:14.342 12/03/1996]',-0.034,-0.180,86.650,22.450,8.262,0.353,31.600,-0.537
'[23:18:14.344 12/03/1996]',-0.035,-0.179,85.900,22.900,8.200,0.399,31.650,-0.537
'[23:18:14.346 12/03/1996]',-0.036,-0.178,85.900,22.900,8.200,0.399,31.650,-0.537
'[23:18:14.348 12/03/1996]',-0.036,-0.177,85.900,22.900,8.200,0.399,31.650,-0.537
'[23:18:14.350 12/03/1996]',-0.037,-0.176,85.900,22.900,8.200,0.399,31.650,-0.537
'[23:18:14.352 12/03/1996]',-0.037,-0.176,85.100,23.500,8.150,0.439,31.700,-0.537
'[23:18:14.354 12/03/1996]',-0.037,-0.176,85.100,23.500,8.150,0.439,31.700,-0.537
'[23:18:14.356 12/03/1996]',-0.037,-0.176,85.100,23.500,8.150,0.439,31.700,-0.537
'[23:18:14.358 12/03/1996]',-0.037,-0.176,85.100,23.500,8.150,0.439,31.700,-0.537
'[23:18:14.360 12/03/1996]',-0.037,-0.176,84.550,23.675,8.025,0.470,31.750,-0.536
'[23:18:14.362 12/03/1996]',-0.037,-0.176,84.550,23.675,8.025,0.470,31.750,-0.536
