'Time and date','II ','MCL1 ','V ','ABP ','RESP '
'[14:18:19.482 18/05/1995]',0.021,0.001,-0.009,67.913,-0.634
'[14:18:19.484 18/05/1995]',0.021,0.001,-0.009,67.913,-0.634
'[14:18:19.486 18/05/1995]',0.021,0.009,-0.009,67.913,-0.634
'[14:18:19.488 18/05/1995]',0.021,0.009,0.001,66.711,-0.629
'[14:18:19.490 18/05/1995]',0.002,0.001,0.001,66.711,-0.629
'[14:18:19.492 18/05/1995]',0.002,0.001,0.001,66.711,-0.629
'[14:18:19.494 18/05/1995]',0.002,0.001,0.001,66.711,-0.629
'[14:18:19.496 18/05/1995]',0.002,0.001,0.001,65.459,-0.625
'[14:18:19.498 18/05/1995]',0.002,0.001,-0.009,65.459,-0.625
'[14:18:19.500 18/05/1995]',0.002,0.001,-0.009,65.459,-0.625
'[14:18:19.502 18/05/1995]',0.002,0.001,-0.009,65.459,-0.625
'[14:18:19.504 18/05/1995]',0.002,0.001,0.001,64.207,-0.620
'[14:18:19.506 18/05/1995]',0.002,0.001,0.001,64.207,-0.620
'[14:18:19.508 18/05/1995]',0.002,0.001,0.001,64.207,-0.620
'[14:18:19.510 18/05/1995]',0.002,0.001,0.001,64.207,-0.620
'[14:18:19.512 18/05/1995]',0.002,0.001,-0.009,63.105,-0.615
'[14:18:19.514 18/05/1995]',0.021,0.001,-0.019,63.105,-0.615
'[14:18:19.516 18/05/1995]',0.021,0.001,-0.019,63.105,-0.615
'[14:18:19.518 18/05/1995]',0.021,0.001,-0.028,63.105,-0.615
'[14:18:19.520 18/05/1995]',0.021,0.001,-0.019,62.103,-0.610
'[14:18:19.522 18/05/1995]',0.021,0.001,-0.009,62.103,-0.610
'[14:18:19.524 18/05/1995]',0.021,0.001,-0.009,62.103,-0.610
'[14:18:19.526 18/05/1995]',0.002,0.001,0.001,62.103,-0.610
'[14:18:19.528 18/05/1995]',0.002,0.001,-0.009,61.102,-0.606
'[14:18:19.530 18/05/1995]',0.002,0.001,-0.009,61.102,-0.606
'[14:18:19.532 18/05/1995]',0.021,0.001,-0.009,61.102,-0.606
'[14:18:19.534 18/05/1995]',0.021,0.001,-0.019,61.102,-0.606
'[14:18:19.536 18/05/1995]',0.021,0.001,-0.019,60.250,-0.601
'[14:18:19.538 18/05/1995]',0.021,0.001,-0.009,60.250,-0.601
'[14:18:19.540 18/05/1995]',0.002,0.001,0.001,60.250,-0.601
'[14:18:19.542 18/05/1995]',0.002,-0.008,0.001,60.250,-0.601
'[14:18:19.544 18/05/1995]',0.002,-0.008,0.001,59.349,-0.596
'[14:18:19.546 18/05/1995]',0.002,0.001,-0.009,59.349,-0.596
'[14:18:19.548 18/05/1995]',0.002,0.001,-0.019,59.349,-0.596
'[14:18:19.550 18/05/1995]',0.002,0.001,-0.019,59.349,-0.596
'[14:18:19.552 18/05/1995]',0.021,0.001,-0.019,58.598,-0.590
'[14:18:19.554 18/05/1995]',0.002,-0.008,-0.009,58.598,-0.590
'[14:18:19.556 18/05/1995]',0.021,-0.008,-0.009,58.598,-0.590
'[14:18:19.558 18/05/1995]',0.002,-0.008,-0.009,58.598,-0.590
'[14:18:19.560 18/05/1995]',0.002,0.001,-0.009,57.846,-0.583
'[14:18:19.562 18/05/1995]',0.021,0.001,-0.019,57.846,-0.583
'[14:18:19.564 18/05/1995]',0.021,0.001,-0.019,57.846,-0.583
'[14:18:19.566 18/05/1995]',0.021,0.001,-0.019,57.846,-0.583
'[14:18:19.568 18/05/1995]',0.021,0.001,-0.028,57.195,-0.575
'[14:18:19.570 18/05/1995]',0.021,-0.008,-0.028,57.195,-0.575
'[14:18:19.572 18/05/1995]',0.021,-0.017,-0.028,57.195,-0.575
'[14:18:19.574 18/05/1995]',0.021,0.001,-0.009,57.195,-0.575
'[14:18:19.576 18/05/1995]',0.021,-0.008,-0.009,56.594,-0.566
'[14:18:19.578 18/05/1995]',0.021,-0.008,-0.009,56.594,-0.566
'[14:18:19.580 18/05/1995]',0.042,0.001,-0.019,56.594,-0.566
'[14:18:19.582 18/05/1995]',0.042,0.001,-0.019,56.594,-0.566
'[14:18:19.584 18/05/1995]',0.042,-0.008,-0.028,56.143,-0.556
'[14:18:19.586 18/05/1995]',0.042,-0.008,-0.019,56.143,-0.556
'[14:18:19.588 18/05/1995]',0.042,-0.008,-0.009,56.143,-0.556
'[14:18:19.590 18/05/1995]',0.021,-0.008,-0.009,56.143,-0.556
'[14:18:19.592 18/05/1995]',0.021,-0.008,-0.009,55.693,-0.545
'[14:18:19.594 18/05/1995]',0.021,-0.008,-0.009,55.693,-0.545
'[14:18:19.596 18/05/1995]',0.021,-0.008,-0.019,55.693,-0.545
'[14:18:19.598 18/05/1995]',0.021,-0.008,-0.019,55.693,-0.545
'[14:18:19.600 18/05/1995]',0.042,-0.008,-0.019,55.442,-0.533
'[14:18:19.602 18/05/1995]',0.042,-0.008,-0.028,55.442,-0.533
'[14:18:19.604 18/05/1995]',0.042,-0.008,-0.019,55.442,-0.533
'[14:18:19.606 18/05/1995]',0.042,0.001,-0.009,55.442,-0.533
'[14:18:19.608 18/05/1995]',0.021,0.001,-0.009,55.142,-0.519
'[14:18:19.610 18/05/1995]',0.021,0.001,0.001,55.142,-0.519
'[14:18:19.612 18/05/1995]',0.021,0.001,-0.009,55.142,-0.519
'[14:18:19.614 18/05/1995]',0.042,0.001,-0.019,55.142,-0.519
'[14:18:19.616 18/05/1995]',0.042,0.001,-0.019,54.891,-0.504
'[14:18:19.618 18/05/1995]',0.042,0.001,-0.019,54.891,-0.504
'[14:18:19.620 18/05/1995]',0.042,0.001,-0.019,54.891,-0.504
'[14:18:19.622 18/05/1995]',0.042,-0.008,-0.019,54.891,-0.504
'[14:18:19.624 18/05/1995]',0.021,-0.017,-0.009,54.691,-0.487
'[14:18:19.626 18/05/1995]',0.021,-0.008,-0.009,54.691,-0.487
'[14:18:19.628 18/05/1995]',0.021,-0.008,-0.019,54.691,-0.487
'[14:18:19.630 18/05/1995]',0.021,-0.008,-0.019,54.691,-0.487
'[14:18:19.632 18/05/1995]',0.042,0.001,-0.028,54.541,-0.469
'[14:18:19.634 18/05/1995]',0.042,0.001,-0.028,54.541,-0.469
'[14:18:19.636 18/05/1995]',0.042,0.001,-0.019,54.541,-0.469
'[14:18:19.638 18/05/1995]',0.042,0.001,-0.009,54.541,-0.469
'[14:18:19.640 18/05/1995]',0.042,0.001,-0.009,54.491,-0.450
'[14:18:19.642 18/05/1995]',0.021,-0.008,-0.009,54.491,-0.450
'[14:18:19.644 18/05/1995]',0.042,-0.017,-0.019,54.491,-0.450
'[14:18:19.646 18/05/1995]',0.042,-0.008,-0.019,54.491,-0.450
'[14:18:19.648 18/05/1995]',0.042,-0.008,-0.028,54.491,-0.430
'[14:18:19.650 18/05/1995]',0.042,-0.017,-0.028,54.491,-0.430
'[14:18:19.652 18/05/1995]',0.042,-0.017,-0.028,54.491,-0.430
'[14:18:19.654 18/05/1995]',0.042,-0.017,-0.028,54.491,-0.430
'[14:18:19.656 18/05/1995]',0.042,-0.017,-0.019,54.491,-0.409
'[14:18:19.658 18/05/1995]',0.021,-0.025,-0.019,54.491,-0.409
'[14:18:19.660 18/05/1995]',0.021,-0.017,-0.009,54.491,-0.409
'[14:18:19.662 18/05/1995]',0.002,-0.017,-0.009,54.491,-0.409
'[14:18:19.664 18/05/1995]',0.021,-0.017,-0.019,54.441,-0.389
'[14:18:19.666 18/05/1995]',0.021,-0.008,-0.019,54.441,-0.389
'[14:18:19.668 18/05/1995]',0.021,0.001,-0.019,54.441,-0.389
'[14:18:19.670 18/05/1995]',0.021,-0.008,-0.009,54.441,-0.389
'[14:18:19.672 18/05/1995]',0.021,-0.017,-0.009,54.441,-0.367
'[14:18:19.674 18/05/1995]',0.021,-0.017,-0.009,54.441,-0.367
'[14:18:19.676 18/05/1995]',0.021,-0.025,-0.019,54.441,-0.367
'[14:18:19.678 18/05/1995]',0.021,-0.025,-0.019,54.441,-0.367
'[14:18:19.680 18/05/1995]',0.021,-0.017,-0.009,54.441,-0.345
'[14:18:19.682 18/05/1995]',0.021,0.001,-0.009,54.441,-0.345
'[14:18:19.684 18/05/1995]',0.042,0.001,-0.019,54.441,-0.345
'[14:18:19.686 18/05/1995]',0.042,0.001,-0.009,54.441,-0.345
'[14:18:19.688 18/05/1995]',0.042,0.001,0.001,54.340,-0.322
'[14:18:19.690 18/05/1995]',0.042,0.001,0.001,54.340,-0.322
'[14:18:19.692 18/05/1995]',0.021,0.001,0.001,54.340,-0.322
'[14:18:19.694 18/05/1995]',0.042,0.001,0.001,54.340,-0.322
'[14:18:19.696 18/05/1995]',0.042,0.001,-0.009,54.240,-0.298
'[14:18:19.698 18/05/1995]',0.042,0.001,-0.009,54.240,-0.298
'[14:18:19.700 18/05/1995]',0.042,-0.008,-0.019,54.240,-0.298
'[14:18:19.702 18/05/1995]',0.042,-0.008,-0.019,54.240,-0.298
'[14:18:19.704 18/05/1995]',0.042,-0.017,-0.019,54.140,-0.274
'[14:18:19.706 18/05/1995]',0.042,-0.008,-0.009,54.140,-0.274
'[14:18:19.708 18/05/1995]',0.042,-0.008,0.001,54.140,-0.274
'[14:18:19.710 18/05/1995]',0.042,-0.008,0.001,54.140,-0.274
'[14:18:19.712 18/05/1995]',0.021,-0.008,-0.009,53.990,-0.248
'[14:18:19.714 18/05/1995]',0.002,-0.017,-0.019,53.990,-0.248
'[14:18:19.716 18/05/1995]',0.002,-0.034,-0.028,53.990,-0.248
'[14:18:19.718 18/05/1995]',0.002,-0.052,-0.028,53.990,-0.248
'[14:18:19.720 18/05/1995]',-0.019,-0.060,-0.028,53.840,-0.221
'[14:18:19.722 18/05/1995]',-0.039,-0.087,-0.038,53.840,-0.221
'[14:18:19.724 18/05/1995]',-0.080,-0.113,-0.048,53.840,-0.221
'[14:18:19.726 18/05/1995]',-0.100,-0.130,-0.058,53.840,-0.221
'[14:18:19.728 18/05/1995]',-0.100,-0.130,-0.067,53.739,-0.193
'[14:18:19.730 18/05/1995]',-0.121,-0.139,-0.067,53.739,-0.193
'[14:18:19.732 18/05/1995]',-0.162,-0.139,-0.067,53.739,-0.193
'[14:18:19.734 18/05/1995]',-0.162,-0.148,-0.067,53.739,-0.193
'[14:18:19.736 18/05/1995]',-0.203,-0.148,-0.058,53.539,-0.165
'[14:18:19.738 18/05/1995]',-0.244,-0.165,-0.048,53.539,-0.165
'[14:18:19.740 18/05/1995]',-0.285,-0.191,-0.048,53.539,-0.165
'[14:18:19.742 18/05/1995]',-0.345,-0.209,-0.048,53.539,-0.165
'[14:18:19.744 18/05/1995]',-0.386,-0.244,-0.067,53.439,-0.137
'[14:18:19.746 18/05/1995]',-0.407,-0.270,-0.077,53.439,-0.137
'[14:18:19.748 18/05/1995]',-0.407,-0.296,-0.107,53.439,-0.137
'[14:18:19.750 18/05/1995]',-0.427,-0.322,-0.126,53.439,-0.137
'[14:18:19.752 18/05/1995]',-0.427,-0.348,-0.136,53.239,-0.109
'[14:18:19.754 18/05/1995]',-0.407,-0.366,-0.136,53.239,-0.109
'[14:18:19.756 18/05/1995]',-0.407,-0.383,-0.136,53.239,-0.109
'[14:18:19.758 18/05/1995]',-0.427,-0.383,-0.136,53.239,-0.109
'[14:18:19.760 18/05/1995]',-0.447,-0.392,-0.126,53.088,-0.082
'[14:18:19.762 18/05/1995]',-0.468,-0.392,-0.126,53.088,-0.082
'[14:18:19.764 18/05/1995]',-0.488,-0.392,-0.126,53.088,-0.082
'[14:18:19.766 18/05/1995]',-0.488,-0.392,-0.107,53.088,-0.082
'[14:18:19.768 18/05/1995]',-0.488,-0.383,-0.097,52.888,-0.054
'[14:18:19.770 18/05/1995]',-0.488,-0.374,-0.087,52.888,-0.054
'[14:18:19.772 18/05/1995]',-0.509,-0.374,-0.077,52.888,-0.054
'[14:18:19.774 18/05/1995]',-0.550,-0.383,-0.067,52.888,-0.054
'[14:18:19.776 18/05/1995]',-0.570,-0.383,-0.058,52.638,-0.028
'[14:18:19.778 18/05/1995]',-0.570,-0.374,-0.048,52.638,-0.028
'[14:18:19.780 18/05/1995]',-0.570,-0.366,-0.048,52.638,-0.028
'[14:18:19.782 18/05/1995]',-0.570,-0.366,-0.038,52.638,-0.028
'[14:18:19.784 18/05/1995]',-0.570,-0.348,-0.038,52.437,-0.002
'[14:18:19.786 18/05/1995]',-0.570,-0.340,-0.028,52.437,-0.002
'[14:18:19.788 18/05/1995]',-0.590,-0.331,-0.009,52.437,-0.002
'[14:18:19.790 18/05/1995]',-0.590,-0.322,0.001,52.437,-0.002
'[14:18:19.792 18/05/1995]',-0.590,-0.313,0.001,52.187,0.024
'[14:18:19.794 18/05/1995]',-0.570,-0.305,0.001,52.187,0.024
'[14:18:19.796 18/05/1995]',-0.550,-0.287,0.001,52.187,0.024
'[14:18:19.798 18/05/1995]',-0.509,-0.270,-0.009,52.187,0.024
'[14:18:19.800 18/05/1995]',-0.468,-0.261,-0.009,51.886,0.048
'[14:18:19.802 18/05/1995]',-0.407,-0.252,-0.009,51.886,0.048
'[14:18:19.804 18/05/1995]',-0.366,-0.235,-0.009,51.886,0.048
'[14:18:19.806 18/05/1995]',-0.345,-0.226,-0.009,51.886,0.048
'[14:18:19.808 18/05/1995]',-0.304,-0.200,-0.009,51.586,0.069
'[14:18:19.810 18/05/1995]',-0.264,-0.183,-0.019,51.586,0.069
'[14:18:19.812 18/05/1995]',-0.203,-0.148,-0.019,51.586,0.069
'[14:18:19.814 18/05/1995]',-0.162,-0.130,-0.019,51.586,0.069
'[14:18:19.816 18/05/1995]',-0.121,-0.104,-0.019,51.335,0.088
'[14:18:19.818 18/05/1995]',-0.100,-0.087,-0.028,51.335,0.088
'[14:18:19.820 18/05/1995]',-0.060,-0.078,-0.019,51.335,0.088
'[14:18:19.822 18/05/1995]',-0.039,-0.069,-0.009,51.335,0.088
'[14:18:19.824 18/05/1995]',-0.019,-0.060,-0.009,51.035,0.105
'[14:18:19.826 18/05/1995]',-0.019,-0.052,0.001,51.035,0.105
'[14:18:19.828 18/05/1995]',0.002,-0.034,0.001,51.035,0.105
'[14:18:19.830 18/05/1995]',0.002,-0.025,-0.009,51.035,0.105
'[14:18:19.832 18/05/1995]',0.002,-0.017,-0.009,50.734,0.120
'[14:18:19.834 18/05/1995]',0.042,0.001,-0.009,50.734,0.120
'[14:18:19.836 18/05/1995]',0.062,0.001,-0.009,50.734,0.120
'[14:18:19.838 18/05/1995]',0.083,0.018,-0.009,50.734,0.120
'[14:18:19.840 18/05/1995]',0.103,0.035,0.001,50.484,0.136
'[14:18:19.842 18/05/1995]',0.144,0.044,0.001,50.484,0.136
'[14:18:19.844 18/05/1995]',0.165,0.053,-0.009,50.484,0.136
'[14:18:19.846 18/05/1995]',0.206,0.070,-0.009,50.484,0.136
'[14:18:19.848 18/05/1995]',0.206,0.097,0.001,50.184,0.150
'[14:18:19.850 18/05/1995]',0.226,0.105,0.001,50.184,0.150
'[14:18:19.852 18/05/1995]',0.247,0.123,0.001,50.184,0.150
'[14:18:19.854 18/05/1995]',0.267,0.123,0.001,50.184,0.150
'[14:18:19.856 18/05/1995]',0.267,0.131,0.001,49.983,0.164
'[14:18:19.858 18/05/1995]',0.247,0.131,0.010,49.983,0.164
'[14:18:19.860 18/05/1995]',0.267,0.140,0.010,49.983,0.164
'[14:18:19.862 18/05/1995]',0.267,0.140,0.001,49.983,0.164
'[14:18:19.864 18/05/1995]',0.267,0.140,0.001,49.733,0.177
'[14:18:19.866 18/05/1995]',0.267,0.140,0.001,49.733,0.177
'[14:18:19.868 18/05/1995]',0.287,0.140,0.001,49.733,0.177
'[14:18:19.870 18/05/1995]',0.287,0.149,0.001,49.733,0.177
'[14:18:19.872 18/05/1995]',0.287,0.149,0.010,49.482,0.188
'[14:18:19.874 18/05/1995]',0.287,0.149,0.010,49.482,0.188
'[14:18:19.876 18/05/1995]',0.287,0.140,0.010,49.482,0.188
'[14:18:19.878 18/05/1995]',0.287,0.140,0.001,49.482,0.188
'[14:18:19.880 18/05/1995]',0.307,0.149,0.001,49.332,0.198
'[14:18:19.882 18/05/1995]',0.307,0.157,0.001,49.332,0.198
'[14:18:19.884 18/05/1995]',0.327,0.166,0.001,49.332,0.198
'[14:18:19.886 18/05/1995]',0.307,0.157,0.001,49.332,0.198
'[14:18:19.888 18/05/1995]',0.307,0.157,0.001,49.132,0.205
'[14:18:19.890 18/05/1995]',0.307,0.149,0.001,49.132,0.205
'[14:18:19.892 18/05/1995]',0.307,0.149,0.001,49.132,0.205
'[14:18:19.894 18/05/1995]',0.307,0.149,0.001,49.132,0.205
'[14:18:19.896 18/05/1995]',0.307,0.157,0.001,49.032,0.212
'[14:18:19.898 18/05/1995]',0.307,0.157,0.001,49.032,0.212
'[14:18:19.900 18/05/1995]',0.307,0.157,0.001,49.032,0.212
'[14:18:19.902 18/05/1995]',0.327,0.157,0.001,49.032,0.212
'[14:18:19.904 18/05/1995]',0.327,0.157,0.001,49.032,0.218
'[14:18:19.906 18/05/1995]',0.327,0.149,0.001,49.032,0.218
'[14:18:19.908 18/05/1995]',0.307,0.157,0.010,49.032,0.218
'[14:18:19.910 18/05/1995]',0.307,0.157,0.001,49.032,0.218
'[14:18:19.912 18/05/1995]',0.327,0.157,0.001,49.132,0.223
'[14:18:19.914 18/05/1995]',0.327,0.149,0.001,49.132,0.223
'[14:18:19.916 18/05/1995]',0.348,0.149,0.001,49.132,0.223
'[14:18:19.918 18/05/1995]',0.348,0.157,0.001,49.132,0.223
'[14:18:19.920 18/05/1995]',0.348,0.157,0.001,49.633,0.227
'[14:18:19.922 18/05/1995]',0.348,0.149,0.001,49.633,0.227
'[14:18:19.924 18/05/1995]',0.327,0.149,0.010,49.633,0.227
'[14:18:19.926 18/05/1995]',0.327,0.149,0.010,49.633,0.227
'[14:18:19.928 18/05/1995]',0.327,0.140,0.001,50.684,0.231
'[14:18:19.930 18/05/1995]',0.307,0.149,0.001,50.684,0.231
'[14:18:19.932 18/05/1995]',0.307,0.149,0.001,50.684,0.231
'[14:18:19.934 18/05/1995]',0.327,0.157,0.001,50.684,0.231
'[14:18:19.936 18/05/1995]',0.327,0.149,0.001,52.437,0.235
'[14:18:19.938 18/05/1995]',0.307,0.149,0.001,52.437,0.235
'[14:18:19.940 18/05/1995]',0.307,0.149,0.010,52.437,0.235
'[14:18:19.942 18/05/1995]',0.307,0.149,0.020,52.437,0.235
'[14:18:19.944 18/05/1995]',0.307,0.157,0.010,54.992,0.240
'[14:18:19.946 18/05/1995]',0.327,0.157,0.010,54.992,0.240
'[14:18:19.948 18/05/1995]',0.327,0.149,0.001,54.992,0.240
'[14:18:19.950 18/05/1995]',0.327,0.149,0.001,54.992,0.240
'[14:18:19.952 18/05/1995]',0.327,0.157,0.001,58.547,0.246
'[14:18:19.954 18/05/1995]',0.327,0.157,0.001,58.547,0.246
'[14:18:19.956 18/05/1995]',0.327,0.149,0.001,58.547,0.246
'[14:18:19.958 18/05/1995]',0.327,0.149,0.010,58.547,0.246
'[14:18:19.960 18/05/1995]',0.307,0.140,0.001,62.955,0.252
'[14:18:19.962 18/05/1995]',0.327,0.149,0.001,62.955,0.252
'[14:18:19.964 18/05/1995]',0.327,0.157,0.001,62.955,0.252
'[14:18:19.966 18/05/1995]',0.327,0.149,0.001,62.955,0.252
'[14:18:19.968 18/05/1995]',0.327,0.157,0.001,68.063,0.258
'[14:18:19.970 18/05/1995]',0.327,0.157,0.001,68.063,0.258
'[14:18:19.972 18/05/1995]',0.327,0.166,0.010,68.063,0.258
'[14:18:19.974 18/05/1995]',0.307,0.140,0.001,68.063,0.258
'[14:18:19.976 18/05/1995]',0.287,0.131,0.001,73.673,0.265
'[14:18:19.978 18/05/1995]',0.287,0.131,0.001,73.673,0.265
'[14:18:19.980 18/05/1995]',0.287,0.131,0.001,73.673,0.265
'[14:18:19.982 18/05/1995]',0.307,0.131,0.001,73.673,0.265
'[14:18:19.984 18/05/1995]',0.307,0.131,0.001,79.482,0.271
'[14:18:19.986 18/05/1995]',0.307,0.131,-0.009,79.482,0.271
'[14:18:19.988 18/05/1995]',0.287,0.131,0.001,79.482,0.271
'[14:18:19.990 18/05/1995]',0.267,0.131,0.001,79.482,0.271
'[14:18:19.992 18/05/1995]',0.267,0.123,0.001,85.242,0.278
'[14:18:19.994 18/05/1995]',0.267,0.123,0.001,85.242,0.278
'[14:18:19.996 18/05/1995]',0.267,0.114,0.001,85.242,0.278
'[14:18:19.998 18/05/1995]',0.247,0.114,0.001,85.242,0.278
'[14:18:20.000 18/05/1995]',0.247,0.114,0.001,90.601,0.283
'[14:18:20.002 18/05/1995]',0.267,0.114,-0.009,90.601,0.283
'[14:18:20.004 18/05/1995]',0.267,0.114,0.001,90.601,0.283
'[14:18:20.006 18/05/1995]',0.247,0.114,0.001,90.601,0.283
'[14:18:20.008 18/05/1995]',0.226,0.105,0.001,95.259,0.289
'[14:18:20.010 18/05/1995]',0.226,0.105,0.001,95.259,0.289
'[14:18:20.012 18/05/1995]',0.226,0.105,0.001,95.259,0.289
'[14:18:20.014 18/05/1995]',0.226,0.097,0.001,95.259,0.289
'[14:18:20.016 18/05/1995]',0.226,0.097,0.001,99.015,0.294
'[14:18:20.018 18/05/1995]',0.226,0.088,0.001,99.015,0.294
'[14:18:20.020 18/05/1995]',0.206,0.088,0.001,99.015,0.294
'[14:18:20.022 18/05/1995]',0.206,0.088,0.001,99.015,0.294
'[14:18:20.024 18/05/1995]',0.206,0.079,0.001,101.719,0.298
'[14:18:20.026 18/05/1995]',0.185,0.070,0.001,101.719,0.298
'[14:18:20.028 18/05/1995]',0.185,0.070,0.001,101.719,0.298
'[14:18:20.030 18/05/1995]',0.185,0.070,-0.009,101.719,0.298
'[14:18:20.032 18/05/1995]',0.185,0.062,-0.009,103.372,0.300
'[14:18:20.034 18/05/1995]',0.185,0.070,-0.009,103.372,0.300
'[14:18:20.036 18/05/1995]',0.185,0.062,-0.009,103.372,0.300
'[14:18:20.038 18/05/1995]',0.165,0.053,0.001,103.372,0.300
'[14:18:20.040 18/05/1995]',0.165,0.053,0.001,104.023,0.302
'[14:18:20.042 18/05/1995]',0.144,0.044,0.001,104.023,0.302
'[14:18:20.044 18/05/1995]',0.144,0.044,-0.009,104.023,0.302
'[14:18:20.046 18/05/1995]',0.144,0.044,-0.009,104.023,0.302
'[14:18:20.048 18/05/1995]',0.144,0.044,-0.009,103.723,0.302
'[14:18:20.050 18/05/1995]',0.144,0.035,-0.019,103.723,0.302
'[14:18:20.052 18/05/1995]',0.144,0.035,-0.009,103.723,0.302
'[14:18:20.054 18/05/1995]',0.144,0.035,-0.009,103.723,0.302
'[14:18:20.056 18/05/1995]',0.124,0.035,0.001,102.471,0.302
'[14:18:20.058 18/05/1995]',0.124,0.027,0.001,102.471,0.302
'[14:18:20.060 18/05/1995]',0.103,0.027,0.001,102.471,0.302
'[14:18:20.062 18/05/1995]',0.103,0.018,-0.009,102.471,0.302
'[14:18:20.064 18/05/1995]',0.103,0.018,-0.009,100.517,0.303
'[14:18:20.066 18/05/1995]',0.103,0.027,-0.019,100.517,0.303
'[14:18:20.068 18/05/1995]',0.103,0.018,-0.019,100.517,0.303
'[14:18:20.070 18/05/1995]',0.103,0.018,-0.019,100.517,0.303
'[14:18:20.072 18/05/1995]',0.083,0.009,-0.009,97.813,0.304
'[14:18:20.074 18/05/1995]',0.062,0.009,-0.009,97.813,0.304
'[14:18:20.076 18/05/1995]',0.062,0.027,0.001,97.813,0.304
'[14:18:20.078 18/05/1995]',0.062,0.018,0.001,97.813,0.304
'[14:18:20.080 18/05/1995]',0.062,0.009,-0.009,94.608,0.306
'[14:18:20.082 18/05/1995]',0.083,0.001,-0.019,94.608,0.306
'[14:18:20.084 18/05/1995]',0.083,0.009,-0.019,94.608,0.306
'[14:18:20.086 18/05/1995]',0.103,0.009,-0.009,94.608,0.306
'[14:18:20.088 18/05/1995]',0.103,0.009,-0.009,91.102,0.309
'[14:18:20.090 18/05/1995]',0.083,0.009,-0.009,91.102,0.309
'[14:18:20.092 18/05/1995]',0.083,0.001,-0.009,91.102,0.309
'[14:18:20.094 18/05/1995]',0.083,0.001,-0.009,91.102,0.309
'[14:18:20.096 18/05/1995]',0.083,0.009,-0.009,87.345,0.311
'[14:18:20.098 18/05/1995]',0.103,0.001,-0.028,87.345,0.311
'[14:18:20.100 18/05/1995]',0.103,0.001,-0.028,87.345,0.311
'[14:18:20.102 18/05/1995]',0.103,0.001,-0.019,87.345,0.311
'[14:18:20.104 18/05/1995]',0.103,0.009,-0.019,83.589,0.313
'[14:18:20.106 18/05/1995]',0.083,0.001,-0.009,83.589,0.313
'[14:18:20.108 18/05/1995]',0.083,0.001,-0.019,83.589,0.313
'[14:18:20.110 18/05/1995]',0.062,0.001,-0.009,83.589,0.313
'[14:18:20.112 18/05/1995]',0.062,0.001,-0.009,79.933,0.315
'[14:18:20.114 18/05/1995]',0.083,0.001,-0.019,79.933,0.315
'[14:18:20.116 18/05/1995]',0.062,0.001,-0.019,79.933,0.315
'[14:18:20.118 18/05/1995]',0.062,0.009,-0.009,79.933,0.315
'[14:18:20.120 18/05/1995]',0.062,0.001,-0.009,76.628,0.315
'[14:18:20.122 18/05/1995]',0.062,0.001,0.001,76.628,0.315
'[14:18:20.124 18/05/1995]',0.042,0.001,0.001,76.628,0.315
'[14:18:20.126 18/05/1995]',0.042,0.001,0.001,76.628,0.315
'[14:18:20.128 18/05/1995]',0.042,0.001,0.001,73.623,0.314
'[14:18:20.130 18/05/1995]',0.042,0.001,-0.009,73.623,0.314
'[14:18:20.132 18/05/1995]',0.062,0.009,-0.009,73.623,0.314
'[14:18:20.134 18/05/1995]',0.062,0.001,-0.019,73.623,0.314
'[14:18:20.136 18/05/1995]',0.062,0.001,-0.019,71.068,0.311
'[14:18:20.138 18/05/1995]',0.062,0.001,-0.009,71.068,0.311
'[14:18:20.140 18/05/1995]',0.042,0.001,0.001,71.068,0.311
'[14:18:20.142 18/05/1995]',0.042,0.001,0.001,71.068,0.311
'[14:18:20.144 18/05/1995]',0.042,0.001,0.001,68.965,0.307
'[14:18:20.146 18/05/1995]',0.062,0.001,-0.009,68.965,0.307
'[14:18:20.148 18/05/1995]',0.062,0.001,-0.009,68.965,0.307
'[14:18:20.150 18/05/1995]',0.083,0.009,-0.019,68.965,0.307
'[14:18:20.152 18/05/1995]',0.083,0.001,-0.019,67.262,0.301
'[14:18:20.154 18/05/1995]',0.062,0.001,-0.009,67.262,0.301
'[14:18:20.156 18/05/1995]',0.062,0.001,-0.009,67.262,0.301
'[14:18:20.158 18/05/1995]',0.042,0.001,0.001,67.262,0.301
'[14:18:20.160 18/05/1995]',0.042,0.001,0.001,65.910,0.294
'[14:18:20.162 18/05/1995]',0.042,0.001,-0.009,65.910,0.294
'[14:18:20.164 18/05/1995]',0.042,0.001,-0.019,65.910,0.294
'[14:18:20.166 18/05/1995]',0.042,0.001,-0.019,65.910,0.294
'[14:18:20.168 18/05/1995]',0.042,0.001,-0.019,64.908,0.286
'[14:18:20.170 18/05/1995]',0.042,0.001,-0.019,64.908,0.286
'[14:18:20.172 18/05/1995]',0.042,0.001,-0.009,64.908,0.286
'[14:18:20.174 18/05/1995]',0.042,0.001,-0.009,64.908,0.286
'[14:18:20.176 18/05/1995]',0.021,-0.008,-0.009,64.207,0.276
'[14:18:20.178 18/05/1995]',0.021,-0.008,-0.009,64.207,0.276
'[14:18:20.180 18/05/1995]',0.021,0.001,-0.009,64.207,0.276
'[14:18:20.182 18/05/1995]',0.042,-0.008,-0.019,64.207,0.276
'[14:18:20.184 18/05/1995]',0.042,-0.008,-0.019,63.806,0.266
'[14:18:20.186 18/05/1995]',0.021,-0.008,-0.019,63.806,0.266
