'Time and date','II','MCL1','V','ABP','RESP'
'[13:00:56.372 19/05/1995]',0.058,0.062,0.034,63.200,-0.232
'[13:00:56.374 19/05/1995]',0.055,0.052,0.034,63.200,-0.232
'[13:00:56.376 19/05/1995]',0.052,0.052,0.026,64.900,-0.224
'[13:00:56.378 19/05/1995]',0.049,0.041,0.026,64.900,-0.224
'[13:00:56.380 19/05/1995]',0.046,0.031,0.017,64.900,-0.224
'[13:00:56.382 19/05/1995]',0.044,0.031,0.017,64.900,-0.224
'[13:00:56.384 19/05/1995]',0.043,0.031,0.009,67.000,-0.215
'[13:00:56.386 19/05/1995]',0.041,0.031,0.009,67.000,-0.215
'[13:00:56.388 19/05/1995]',0.041,0.021,0.001,67.000,-0.215
'[13:00:56.390 19/05/1995]',0.041,0.011,0.001,67.000,-0.215
'[13:00:56.392 19/05/1995]',0.042,0.011,0.001,69.400,-0.207
'[13:00:56.394 19/05/1995]',0.042,0.001,0.001,69.400,-0.207
'[13:00:56.396 19/05/1995]',0.043,0.011,0.001,69.400,-0.207
'[13:00:56.398 19/05/1995]',0.044,0.001,0.001,69.400,-0.207
'[13:00:56.400 19/05/1995]',0.046,0.001,0.001,71.800,-0.199
'[13:00:56.402 19/05/1995]',0.047,0.001,0.001,71.800,-0.199
'[13:00:56.404 19/05/1995]',0.048,0.001,0.001,71.800,-0.199
'[13:00:56.406 19/05/1995]',0.049,0.001,0.001,71.800,-0.199
'[13:00:56.408 19/05/1995]',0.049,0.001,-0.016,73.800,-0.191
'[13:00:56.410 19/05/1995]',0.049,0.001,-0.016,73.800,-0.191
'[13:00:56.412 19/05/1995]',0.048,0.001,-0.024,73.800,-0.191
'[13:00:56.414 19/05/1995]',0.046,0.001,-0.033,73.800,-0.191
'[13:00:56.416 19/05/1995]',0.043,0.001,-0.033,75.200,-0.181
'[13:00:56.418 19/05/1995]',0.041,0.001,-0.041,75.200,-0.181
'[13:00:56.420 19/05/1995]',0.038,-0.009,-0.033,75.200,-0.181
'[13:00:56.422 19/05/1995]',0.035,-0.009,-0.041,75.200,-0.181
'[13:00:56.424 19/05/1995]',0.031,-0.009,-0.041,75.850,-0.172
'[13:00:56.426 19/05/1995]',0.027,-0.020,-0.041,75.850,-0.172
'[13:00:56.428 19/05/1995]',0.023,-0.020,-0.041,75.850,-0.172
'[13:00:56.430 19/05/1995]',0.019,-0.020,-0.041,75.850,-0.172
'[13:00:56.432 19/05/1995]',0.015,-0.030,-0.041,75.700,-0.163
'[13:00:56.434 19/05/1995]',0.011,-0.030,-0.041,75.700,-0.163
'[13:00:56.436 19/05/1995]',0.008,-0.030,-0.041,75.700,-0.163
'[13:00:56.438 19/05/1995]',0.005,-0.030,-0.041,75.700,-0.163
'[13:00:56.440 19/05/1995]',0.002,-0.030,-0.050,74.700,-0.153
'[13:00:56.442 19/05/1995]',-0.001,-0.030,-0.050,74.700,-0.153
'[13:00:56.444 19/05/1995]',-0.004,-0.040,-0.058,74.700,-0.153
'[13:00:56.446 19/05/1995]',-0.006,-0.040,-0.058,74.700,-0.153
'[13:00:56.448 19/05/1995]',-0.009,-0.050,-0.058,73.000,-0.143
'[13:00:56.450 19/05/1995]',-0.012,-0.040,-0.058,73.000,-0.143
'[13:00:56.452 19/05/1995]',-0.014,-0.060,-0.066,73.000,-0.143
'[13:00:56.454 19/05/1995]',-0.016,-0.060,-0.058,73.000,-0.143
'[13:00:56.456 19/05/1995]',-0.016,-0.060,-0.058,70.650,-0.134
'[13:00:56.458 19/05/1995]',-0.017,-0.050,-0.058,70.650,-0.134
'[13:00:56.460 19/05/1995]',-0.018,-0.050,-0.066,70.650,-0.134
'[13:00:56.462 19/05/1995]',-0.019,-0.050,-0.058,70.650,-0.134
'[13:00:56.464 19/05/1995]',-0.019,-0.050,-0.058,67.900,-0.125
'[13:00:56.466 19/05/1995]',-0.019,-0.050,-0.050,67.900,-0.125
'[13:00:56.468 19/05/1995]',-0.019,-0.050,-0.058,67.900,-0.125
'[13:00:56.470 19/05/1995]',-0.019,-0.050,-0.050,67.900,-0.125
'[13:00:56.472 19/05/1995]',-0.020,-0.060,-0.058,64.950,-0.116
'[13:00:56.474 19/05/1995]',-0.021,-0.050,-0.058,64.950,-0.116
'[13:00:56.476 19/05/1995]',-0.021,-0.050,-0.058,64.950,-0.116
'[13:00:56.478 19/05/1995]',-0.021,-0.050,-0.058,64.950,-0.116
'[13:00:56.480 19/05/1995]',-0.021,-0.050,-0.050,62.050,-0.107
'[13:00:56.482 19/05/1995]',-0.021,-0.050,-0.058,62.050,-0.107
'[13:00:56.484 19/05/1995]',-0.021,-0.050,-0.050,62.050,-0.107
'[13:00:56.486 19/05/1995]',-0.021,-0.040,-0.050,62.050,-0.107
'[13:00:56.488 19/05/1995]',-0.020,-0.040,-0.050,59.400,-0.098
'[13:00:56.490 19/05/1995]',-0.019,-0.050,-0.058,59.400,-0.098
'[13:00:56.492 19/05/1995]',-0.018,-0.040,-0.050,59.400,-0.098
'[13:00:56.494 19/05/1995]',-0.017,-0.050,-0.050,59.400,-0.098
'[13:00:56.496 19/05/1995]',-0.017,-0.050,-0.050,57.300,-0.088
'[13:00:56.498 19/05/1995]',-0.016,-0.050,-0.050,57.300,-0.088
'[13:00:56.500 19/05/1995]',-0.016,-0.040,-0.050,57.300,-0.088
'[13:00:56.502 19/05/1995]',-0.016,-0.050,-0.050,57.300,-0.088
'[13:00:56.504 19/05/1995]',-0.016,-0.040,-0.050,55.800,-0.080
'[13:00:56.506 19/05/1995]',-0.016,-0.040,-0.050,55.800,-0.080
'[13:00:56.508 19/05/1995]',-0.016,-0.050,-0.050,55.800,-0.080
'[13:00:56.510 19/05/1995]',-0.016,-0.050,-0.050,55.800,-0.080
'[13:00:56.512 19/05/1995]',-0.016,-0.050,-0.050,55.000,-0.072
'[13:00:56.514 19/05/1995]',-0.016,-0.040,-0.050,55.000,-0.072
'[13:00:56.516 19/05/1995]',-0.015,-0.050,-0.058,55.000,-0.072
'[13:00:56.518 19/05/1995]',-0.015,-0.050,-0.058,55.000,-0.072
'[13:00:56.520 19/05/1995]',-0.014,-0.040,-0.050,54.750,-0.065
'[13:00:56.522 19/05/1995]',-0.014,-0.050,-0.050,54.750,-0.065
'[13:00:56.524 19/05/1995]',-0.014,-0.040,-0.050,54.750,-0.065
'[13:00:56.526 19/05/1995]',-0.014,-0.040,-0.050,54.750,-0.065
'[13:00:56.528 19/05/1995]',-0.015,-0.050,-0.058,55.000,-0.057
'[13:00:56.530 19/05/1995]',-0.016,-0.050,-0.058,55.000,-0.057
'[13:00:56.532 19/05/1995]',-0.016,-0.040,-0.058,55.000,-0.057
'[13:00:56.534 19/05/1995]',-0.016,-0.040,-0.058,55.000,-0.057
'[13:00:56.536 19/05/1995]',-0.016,-0.050,-0.058,55.500,-0.050
'[13:00:56.538 19/05/1995]',-0.016,-0.050,-0.058,55.500,-0.050
'[13:00:56.540 19/05/1995]',-0.016,-0.050,-0.050,55.500,-0.050
'[13:00:56.542 19/05/1995]',-0.016,-0.040,-0.058,55.500,-0.050
'[13:00:56.544 19/05/1995]',-0.015,-0.050,-0.050,56.150,-0.043
'[13:00:56.546 19/05/1995]',-0.015,-0.040,-0.050,56.150,-0.043
'[13:00:56.548 19/05/1995]',-0.014,-0.050,-0.058,56.150,-0.043
'[13:00:56.550 19/05/1995]',-0.013,-0.050,-0.058,56.150,-0.043
'[13:00:56.552 19/05/1995]',-0.011,-0.040,-0.050,56.850,-0.036
'[13:00:56.554 19/05/1995]',-0.010,-0.050,-0.058,56.850,-0.036
'[13:00:56.556 19/05/1995]',-0.009,-0.040,-0.050,56.850,-0.036
'[13:00:56.558 19/05/1995]',-0.007,-0.050,-0.050,56.850,-0.036
'[13:00:56.560 19/05/1995]',-0.006,-0.040,-0.050,57.500,-0.030
'[13:00:56.562 19/05/1995]',-0.006,-0.040,-0.050,57.500,-0.030
'[13:00:56.564 19/05/1995]',-0.005,-0.040,-0.050,57.500,-0.030
'[13:00:56.566 19/05/1995]',-0.005,-0.040,-0.050,57.500,-0.030
'[13:00:56.568 19/05/1995]',-0.005,-0.050,-0.050,58.000,-0.023
'[13:00:56.570 19/05/1995]',-0.005,-0.050,-0.050,58.000,-0.023
'[13:00:56.572 19/05/1995]',-0.005,-0.050,-0.050,58.000,-0.023
'[13:00:56.574 19/05/1995]',-0.006,-0.040,-0.050,58.000,-0.023
'[13:00:56.576 19/05/1995]',-0.005,-0.050,-0.050,58.350,-0.016
'[13:00:56.578 19/05/1995]',-0.004,-0.040,-0.050,58.350,-0.016
'[13:00:56.580 19/05/1995]',-0.002,-0.040,-0.050,58.350,-0.016
'[13:00:56.582 19/05/1995]',0.000,-0.040,-0.050,58.350,-0.016
'[13:00:56.584 19/05/1995]',0.002,-0.040,-0.050,58.500,-0.009
'[13:00:56.586 19/05/1995]',0.004,-0.040,-0.050,58.500,-0.009
'[13:00:56.588 19/05/1995]',0.005,-0.040,-0.050,58.500,-0.009
'[13:00:56.590 19/05/1995]',0.007,-0.030,-0.041,58.500,-0.009
'[13:00:56.592 19/05/1995]',0.006,-0.030,-0.033,58.450,-0.002
'[13:00:56.594 19/05/1995]',0.006,-0.020,-0.016,58.450,-0.002
'[13:00:56.596 19/05/1995]',-0.000,0.001,0.001,58.450,-0.002
'[13:00:56.598 19/05/1995]',-0.006,0.021,0.017,58.450,-0.002
'[13:00:56.600 19/05/1995]',-0.020,0.041,0.059,58.200,0.005
'[13:00:56.602 19/05/1995]',-0.033,0.072,0.093,58.200,0.005
'[13:00:56.604 19/05/1995]',-0.054,0.093,0.134,58.200,0.005
'[13:00:56.606 19/05/1995]',-0.075,0.123,0.168,58.200,0.005
'[13:00:56.608 19/05/1995]',-0.103,0.144,0.202,57.850,0.011
'[13:00:56.610 19/05/1995]',-0.130,0.144,0.227,57.850,0.011
'[13:00:56.612 19/05/1995]',-0.160,0.144,0.235,57.850,0.011
'[13:00:56.614 19/05/1995]',-0.190,0.144,0.243,57.850,0.011
'[13:00:56.616 19/05/1995]',-0.219,0.123,0.243,57.450,0.015
'[13:00:56.618 19/05/1995]',-0.247,0.103,0.243,57.450,0.015
'[13:00:56.620 19/05/1995]',-0.271,0.082,0.243,57.450,0.015
'[13:00:56.622 19/05/1995]',-0.295,0.072,0.252,57.450,0.015
'[13:00:56.624 19/05/1995]',-0.312,0.052,0.235,57.050,0.021
'[13:00:56.626 19/05/1995]',-0.330,0.011,0.210,57.050,0.021
'[13:00:56.628 19/05/1995]',-0.341,-0.020,0.168,57.050,0.021
'[13:00:56.630 19/05/1995]',-0.352,-0.071,0.118,57.050,0.021
'[13:00:56.632 19/05/1995]',-0.355,-0.142,0.042,56.600,0.026
'[13:00:56.634 19/05/1995]',-0.359,-0.214,-0.041,56.600,0.026
'[13:00:56.636 19/05/1995]',-0.355,-0.285,-0.133,56.600,0.026
'[13:00:56.638 19/05/1995]',-0.350,-0.346,-0.209,56.600,0.026
'[13:00:56.640 19/05/1995]',-0.337,-0.397,-0.267,56.150,0.032
'[13:00:56.642 19/05/1995]',-0.323,-0.428,-0.309,56.150,0.032
'[13:00:56.644 19/05/1995]',-0.301,-0.428,-0.326,56.150,0.032
'[13:00:56.646 19/05/1995]',-0.279,-0.428,-0.343,56.150,0.032
'[13:00:56.648 19/05/1995]',-0.251,-0.408,-0.326,55.800,0.038
'[13:00:56.650 19/05/1995]',-0.224,-0.387,-0.318,55.800,0.038
'[13:00:56.652 19/05/1995]',-0.194,-0.346,-0.292,55.800,0.038
'[13:00:56.654 19/05/1995]',-0.164,-0.315,-0.259,55.800,0.038
'[13:00:56.656 19/05/1995]',-0.134,-0.285,-0.242,55.450,0.044
'[13:00:56.658 19/05/1995]',-0.104,-0.255,-0.217,55.450,0.044
'[13:00:56.660 19/05/1995]',-0.077,-0.214,-0.192,55.450,0.044
'[13:00:56.662 19/05/1995]',-0.050,-0.183,-0.167,55.450,0.044
'[13:00:56.664 19/05/1995]',-0.029,-0.152,-0.150,55.100,0.050
'[13:00:56.666 19/05/1995]',-0.007,-0.132,-0.125,55.100,0.050
'[13:00:56.668 19/05/1995]',0.009,-0.091,-0.108,55.100,0.050
'[13:00:56.670 19/05/1995]',0.024,-0.071,-0.092,55.100,0.050
'[13:00:56.672 19/05/1995]',0.035,-0.060,-0.083,54.750,0.055
'[13:00:56.674 19/05/1995]',0.046,-0.040,-0.075,54.750,0.055
'[13:00:56.676 19/05/1995]',0.053,-0.030,-0.066,54.750,0.055
'[13:00:56.678 19/05/1995]',0.059,-0.030,-0.066,54.750,0.055
'[13:00:56.680 19/05/1995]',0.063,-0.020,-0.066,54.400,0.059
'[13:00:56.682 19/05/1995]',0.067,-0.020,-0.058,54.400,0.059
'[13:00:56.684 19/05/1995]',0.069,-0.009,-0.058,54.400,0.059
'[13:00:56.686 19/05/1995]',0.071,-0.009,-0.050,54.400,0.059
'[13:00:56.688 19/05/1995]',0.071,0.001,-0.041,54.050,0.064
'[13:00:56.690 19/05/1995]',0.071,0.001,-0.041,54.050,0.064
'[13:00:56.692 19/05/1995]',0.070,0.001,-0.041,54.050,0.064
'[13:00:56.694 19/05/1995]',0.069,0.001,-0.033,54.050,0.064
'[13:00:56.696 19/05/1995]',0.068,0.001,-0.041,53.600,0.067
'[13:00:56.698 19/05/1995]',0.067,0.001,-0.033,53.600,0.067
'[13:00:56.700 19/05/1995]',0.066,0.001,-0.033,53.600,0.067
'[13:00:56.702 19/05/1995]',0.064,0.001,-0.033,53.600,0.067
'[13:00:56.704 19/05/1995]',0.063,0.001,-0.033,53.200,0.070
'[13:00:56.706 19/05/1995]',0.062,0.001,-0.033,53.200,0.070
'[13:00:56.708 19/05/1995]',0.061,0.001,-0.041,53.200,0.070
'[13:00:56.710 19/05/1995]',0.059,0.001,-0.033,53.200,0.070
'[13:00:56.712 19/05/1995]',0.059,0.001,-0.033,52.700,0.073
'[13:00:56.714 19/05/1995]',0.058,0.001,-0.024,52.700,0.073
'[13:00:56.716 19/05/1995]',0.059,0.001,-0.016,52.700,0.073
'[13:00:56.718 19/05/1995]',0.060,0.001,-0.016,52.700,0.073
'[13:00:56.720 19/05/1995]',0.061,0.001,-0.016,52.300,0.075
'[13:00:56.722 19/05/1995]',0.063,0.021,-0.008,52.300,0.075
'[13:00:56.724 19/05/1995]',0.065,0.011,-0.008,52.300,0.075
'[13:00:56.726 19/05/1995]',0.066,0.021,0.001,52.300,0.075
'[13:00:56.728 19/05/1995]',0.069,0.031,0.001,51.850,0.078
'[13:00:56.730 19/05/1995]',0.072,0.031,0.001,51.850,0.078
'[13:00:56.732 19/05/1995]',0.074,0.031,0.001,51.850,0.078
'[13:00:56.734 19/05/1995]',0.077,0.031,0.001,51.850,0.078
'[13:00:56.736 19/05/1995]',0.080,0.041,0.001,51.500,0.081
'[13:00:56.738 19/05/1995]',0.083,0.041,0.009,51.500,0.081
'[13:00:56.740 19/05/1995]',0.087,0.052,0.009,51.500,0.081
'[13:00:56.742 19/05/1995]',0.090,0.041,0.009,51.500,0.081
'[13:00:56.744 19/05/1995]',0.094,0.052,0.026,51.200,0.084
'[13:00:56.746 19/05/1995]',0.098,0.062,0.026,51.200,0.084
'[13:00:56.748 19/05/1995]',0.101,0.072,0.034,51.200,0.084
'[13:00:56.750 19/05/1995]',0.104,0.072,0.034,51.200,0.084
'[13:00:56.752 19/05/1995]',0.108,0.072,0.042,50.900,0.086
'[13:00:56.754 19/05/1995]',0.111,0.082,0.042,50.900,0.086
'[13:00:56.756 19/05/1995]',0.114,0.082,0.051,50.900,0.086
'[13:00:56.758 19/05/1995]',0.118,0.093,0.059,50.900,0.086
'[13:00:56.760 19/05/1995]',0.121,0.093,0.059,50.800,0.089
'[13:00:56.762 19/05/1995]',0.124,0.103,0.068,50.800,0.089
'[13:00:56.764 19/05/1995]',0.127,0.103,0.076,50.800,0.089
'[13:00:56.766 19/05/1995]',0.129,0.113,0.076,50.800,0.089
'[13:00:56.768 19/05/1995]',0.130,0.113,0.076,50.900,0.093
'[13:00:56.770 19/05/1995]',0.132,0.123,0.084,50.900,0.093
'[13:00:56.772 19/05/1995]',0.134,0.123,0.084,50.900,0.093
'[13:00:56.774 19/05/1995]',0.136,0.123,0.076,50.900,0.093
'[13:00:56.776 19/05/1995]',0.137,0.134,0.084,51.400,0.097
'[13:00:56.778 19/05/1995]',0.139,0.134,0.093,51.400,0.097
'[13:00:56.780 19/05/1995]',0.139,0.144,0.101,51.400,0.097
'[13:00:56.782 19/05/1995]',0.140,0.144,0.101,51.400,0.097
'[13:00:56.784 19/05/1995]',0.139,0.144,0.101,53.050,0.100
'[13:00:56.786 19/05/1995]',0.138,0.144,0.118,53.050,0.100
'[13:00:56.788 19/05/1995]',0.136,0.144,0.110,53.050,0.100
'[13:00:56.790 19/05/1995]',0.134,0.144,0.110,53.050,0.100
'[13:00:56.792 19/05/1995]',0.130,0.144,0.110,56.800,0.103
'[13:00:56.794 19/05/1995]',0.127,0.144,0.110,56.800,0.103
'[13:00:56.796 19/05/1995]',0.124,0.144,0.110,56.800,0.103
'[13:00:56.798 19/05/1995]',0.122,0.144,0.110,56.800,0.103
'[13:00:56.800 19/05/1995]',0.119,0.144,0.101,63.550,0.107
'[13:00:56.802 19/05/1995]',0.117,0.144,0.101,63.550,0.107
'[13:00:56.804 19/05/1995]',0.115,0.134,0.101,63.550,0.107
'[13:00:56.806 19/05/1995]',0.114,0.134,0.101,63.550,0.107
'[13:00:56.808 19/05/1995]',0.112,0.123,0.093,73.200,0.110
'[13:00:56.810 19/05/1995]',0.111,0.123,0.093,73.200,0.110
'[13:00:56.812 19/05/1995]',0.109,0.123,0.093,73.200,0.110
'[13:00:56.814 19/05/1995]',0.107,0.123,0.084,73.200,0.110
'[13:00:56.816 19/05/1995]',0.104,0.113,0.084,84.300,0.113
'[13:00:56.818 19/05/1995]',0.101,0.103,0.084,84.300,0.113
'[13:00:56.820 19/05/1995]',0.098,0.113,0.084,84.300,0.113
'[13:00:56.822 19/05/1995]',0.095,0.103,0.076,84.300,0.113
'[13:00:56.824 19/05/1995]',0.092,0.103,0.076,94.950,0.117
'[13:00:56.826 19/05/1995]',0.089,0.093,0.076,94.950,0.117
'[13:00:56.828 19/05/1995]',0.086,0.093,0.076,94.950,0.117
'[13:00:56.830 19/05/1995]',0.082,0.093,0.068,94.950,0.117
'[13:00:56.832 19/05/1995]',0.078,0.093,0.059,103.900,0.120
'[13:00:56.834 19/05/1995]',0.074,0.082,0.059,103.900,0.120
'[13:00:56.836 19/05/1995]',0.070,0.082,0.059,103.900,0.120
'[13:00:56.838 19/05/1995]',0.066,0.072,0.051,103.900,0.120
'[13:00:56.840 19/05/1995]',0.064,0.072,0.051,111.000,0.124
'[13:00:56.842 19/05/1995]',0.061,0.072,0.042,111.000,0.124
'[13:00:56.844 19/05/1995]',0.058,0.052,0.034,111.000,0.124
'[13:00:56.846 19/05/1995]',0.055,0.041,0.034,111.000,0.124
'[13:00:56.848 19/05/1995]',0.052,0.041,0.026,116.150,0.128
'[13:00:56.850 19/05/1995]',0.049,0.041,0.026,116.150,0.128
'[13:00:56.852 19/05/1995]',0.045,0.041,0.026,116.150,0.128
'[13:00:56.854 19/05/1995]',0.042,0.031,0.017,116.150,0.128
'[13:00:56.856 19/05/1995]',0.039,0.031,0.026,119.550,0.132
'[13:00:56.858 19/05/1995]',0.036,0.031,0.017,119.550,0.132
'[13:00:56.860 19/05/1995]',0.033,0.021,0.001,119.550,0.132
'[13:00:56.862 19/05/1995]',0.029,0.011,0.001,119.550,0.132
'[13:00:56.864 19/05/1995]',0.026,0.001,0.001,121.300,0.136
'[13:00:56.866 19/05/1995]',0.022,0.011,0.001,121.300,0.136
'[13:00:56.868 19/05/1995]',0.019,0.001,0.001,121.300,0.136
'[13:00:56.870 19/05/1995]',0.016,0.001,0.001,121.300,0.136
'[13:00:56.872 19/05/1995]',0.014,0.001,0.001,121.650,0.140
'[13:00:56.874 19/05/1995]',0.012,0.001,-0.008,121.650,0.140
'[13:00:56.876 19/05/1995]',0.011,0.001,-0.008,121.650,0.140
'[13:00:56.878 19/05/1995]',0.010,-0.009,-0.016,121.650,0.140
'[13:00:56.880 19/05/1995]',0.010,-0.009,-0.008,120.900,0.144
'[13:00:56.882 19/05/1995]',0.010,-0.009,-0.016,120.900,0.144
'[13:00:56.884 19/05/1995]',0.010,-0.009,-0.024,120.900,0.144
'[13:00:56.886 19/05/1995]',0.010,-0.020,-0.033,120.900,0.144
'[13:00:56.888 19/05/1995]',0.010,-0.030,-0.033,119.250,0.148
'[13:00:56.890 19/05/1995]',0.010,-0.030,-0.033,119.250,0.148
'[13:00:56.892 19/05/1995]',0.010,-0.030,-0.033,119.250,0.148
'[13:00:56.894 19/05/1995]',0.009,-0.020,-0.033,119.250,0.148
'[13:00:56.896 19/05/1995]',0.009,-0.020,-0.033,117.100,0.153
'[13:00:56.898 19/05/1995]',0.008,-0.030,-0.033,117.100,0.153
'[13:00:56.900 19/05/1995]',0.007,-0.030,-0.033,117.100,0.153
'[13:00:56.902 19/05/1995]',0.006,-0.020,-0.033,117.100,0.153
'[13:00:56.904 19/05/1995]',0.006,-0.020,-0.024,114.600,0.158
'[13:00:56.906 19/05/1995]',0.006,-0.030,-0.033,114.600,0.158
'[13:00:56.908 19/05/1995]',0.005,-0.030,-0.024,114.600,0.158
'[13:00:56.910 19/05/1995]',0.004,-0.030,-0.024,114.600,0.158
'[13:00:56.912 19/05/1995]',0.006,-0.030,-0.033,111.850,0.162
'[13:00:56.914 19/05/1995]',0.007,-0.030,-0.033,111.850,0.162
'[13:00:56.916 19/05/1995]',0.009,-0.030,-0.033,111.850,0.162
'[13:00:56.918 19/05/1995]',0.011,-0.030,-0.033,111.850,0.162
'[13:00:56.920 19/05/1995]',0.013,-0.030,-0.033,108.850,0.167
'[13:00:56.922 19/05/1995]',0.015,-0.030,-0.033,108.850,0.167
'[13:00:56.924 19/05/1995]',0.017,-0.030,-0.024,108.850,0.167
'[13:00:56.926 19/05/1995]',0.019,-0.030,-0.024,108.850,0.167
'[13:00:56.928 19/05/1995]',0.020,-0.030,-0.024,105.600,0.171
'[13:00:56.930 19/05/1995]',0.021,-0.020,-0.024,105.600,0.171
'[13:00:56.932 19/05/1995]',0.023,-0.030,-0.033,105.600,0.171
'[13:00:56.934 19/05/1995]',0.024,-0.030,-0.033,105.600,0.171
'[13:00:56.936 19/05/1995]',0.025,-0.020,-0.033,102.050,0.175
'[13:00:56.938 19/05/1995]',0.026,-0.020,-0.033,102.050,0.175
'[13:00:56.940 19/05/1995]',0.028,-0.009,-0.033,102.050,0.175
'[13:00:56.942 19/05/1995]',0.029,-0.009,-0.033,102.050,0.175
'[13:00:56.944 19/05/1995]',0.030,-0.020,-0.041,98.200,0.180
'[13:00:56.946 19/05/1995]',0.030,-0.020,-0.041,98.200,0.180
'[13:00:56.948 19/05/1995]',0.029,-0.030,-0.041,98.200,0.180
'[13:00:56.950 19/05/1995]',0.028,-0.020,-0.041,98.200,0.180
'[13:00:56.952 19/05/1995]',0.025,-0.020,-0.041,93.850,0.185
'[13:00:56.954 19/05/1995]',0.021,-0.030,-0.041,93.850,0.185
'[13:00:56.956 19/05/1995]',0.018,-0.030,-0.041,93.850,0.185
'[13:00:56.958 19/05/1995]',0.014,-0.030,-0.041,93.850,0.185
'[13:00:56.960 19/05/1995]',0.010,-0.030,-0.041,89.250,0.190
'[13:00:56.962 19/05/1995]',0.006,-0.030,-0.041,89.250,0.190
'[13:00:56.964 19/05/1995]',0.002,-0.030,-0.050,89.250,0.190
'[13:00:56.966 19/05/1995]',-0.001,-0.030,-0.041,89.250,0.190
'[13:00:56.968 19/05/1995]',-0.004,-0.030,-0.041,84.650,0.195
'[13:00:56.970 19/05/1995]',-0.006,-0.030,-0.050,84.650,0.195
'[13:00:56.972 19/05/1995]',-0.009,-0.030,-0.041,84.650,0.195
'[13:00:56.974 19/05/1995]',-0.012,-0.030,-0.050,84.650,0.195
'[13:00:56.976 19/05/1995]',-0.014,-0.030,-0.050,80.350,0.200
'[13:00:56.978 19/05/1995]',-0.016,-0.050,-0.058,80.350,0.200
'[13:00:56.980 19/05/1995]',-0.018,-0.050,-0.058,80.350,0.200
'[13:00:56.982 19/05/1995]',-0.019,-0.050,-0.058,80.350,0.200
'[13:00:56.984 19/05/1995]',-0.019,-0.050,-0.058,76.650,0.205
'[13:00:56.986 19/05/1995]',-0.019,-0.050,-0.058,76.650,0.205
'[13:00:56.988 19/05/1995]',-0.019,-0.060,-0.058,76.650,0.205
'[13:00:56.990 19/05/1995]',-0.018,-0.050,-0.058,76.650,0.205
'[13:00:56.992 19/05/1995]',-0.017,-0.050,-0.058,73.850,0.209
'[13:00:56.994 19/05/1995]',-0.016,-0.060,-0.058,73.850,0.209
'[13:00:56.996 19/05/1995]',-0.016,-0.060,-0.058,73.850,0.209
'[13:00:56.998 19/05/1995]',-0.015,-0.060,-0.058,73.850,0.209
'[13:00:57.000 19/05/1995]',-0.015,-0.050,-0.050,72.150,0.214
'[13:00:57.002 19/05/1995]',-0.014,-0.050,-0.050,72.150,0.214
'[13:00:57.004 19/05/1995]',-0.015,-0.040,-0.050,72.150,0.214
'[13:00:57.006 19/05/1995]',-0.015,-0.040,-0.050,72.150,0.214
'[13:00:57.008 19/05/1995]',-0.015,-0.050,-0.050,71.450,0.218
'[13:00:57.010 19/05/1995]',-0.016,-0.040,-0.050,71.450,0.218
'[13:00:57.012 19/05/1995]',-0.016,-0.040,-0.050,71.450,0.218
'[13:00:57.014 19/05/1995]',-0.016,-0.050,-0.058,71.450,0.218
'[13:00:57.016 19/05/1995]',-0.015,-0.050,-0.058,71.500,0.222
'[13:00:57.018 19/05/1995]',-0.015,-0.060,-0.058,71.500,0.222
'[13:00:57.020 19/05/1995]',-0.014,-0.060,-0.058,71.500,0.222
'[13:00:57.022 19/05/1995]',-0.014,-0.060,-0.050,71.500,0.222
'[13:00:57.024 19/05/1995]',-0.013,-0.060,-0.050,72.150,0.226
'[13:00:57.026 19/05/1995]',-0.013,-0.050,-0.041,72.150,0.226
'[13:00:57.028 19/05/1995]',-0.014,-0.060,-0.050,72.150,0.226
'[13:00:57.030 19/05/1995]',-0.014,-0.060,-0.050,72.150,0.226
'[13:00:57.032 19/05/1995]',-0.015,-0.050,-0.050,73.100,0.229
'[13:00:57.034 19/05/1995]',-0.015,-0.060,-0.058,73.100,0.229
'[13:00:57.036 19/05/1995]',-0.014,-0.050,-0.050,73.100,0.229
'[13:00:57.038 19/05/1995]',-0.014,-0.050,-0.050,73.100,0.229
'[13:00:57.040 19/05/1995]',-0.013,-0.050,-0.041,74.100,0.232
'[13:00:57.042 19/05/1995]',-0.011,-0.050,-0.041,74.100,0.232
'[13:00:57.044 19/05/1995]',-0.010,-0.050,-0.041,74.100,0.232
'[13:00:57.046 19/05/1995]',-0.009,-0.050,-0.041,74.100,0.232
'[13:00:57.048 19/05/1995]',-0.007,-0.050,-0.041,75.000,0.234
'[13:00:57.050 19/05/1995]',-0.005,-0.050,-0.041,75.000,0.234
'[13:00:57.052 19/05/1995]',-0.004,-0.050,-0.041,75.000,0.234
'[13:00:57.054 19/05/1995]',-0.004,-0.040,-0.041,75.000,0.234
'[13:00:57.056 19/05/1995]',-0.003,-0.050,-0.050,75.550,0.235
'[13:00:57.058 19/05/1995]',-0.001,-0.050,-0.041,75.550,0.235
'[13:00:57.060 19/05/1995]',-0.000,-0.040,-0.041,75.550,0.235
'[13:00:57.062 19/05/1995]',0.001,-0.050,-0.041,75.550,0.235
'[13:00:57.064 19/05/1995]',0.002,-0.040,-0.041,75.900,0.236
'[13:00:57.066 19/05/1995]',0.003,-0.040,-0.041,75.900,0.236
