'Time and date','aVR','II','V','ABP','PLETH','RESP'
'[09:10:33.178 26/12/1995]',0.014,-0.015,-0.013,67.512,0.377,-0.450
'[09:10:33.180 26/12/1995]',0.016,-0.015,-0.006,67.512,0.377,-0.450
'[09:10:33.182 26/12/1995]',0.018,-0.015,-0.013,67.512,0.377,-0.450
'[09:10:33.184 26/12/1995]',0.020,-0.015,-0.006,65.559,0.368,-0.452
'[09:10:33.186 26/12/1995]',0.022,-0.022,-0.006,65.559,0.368,-0.452
'[09:10:33.188 26/12/1995]',0.023,-0.015,-0.006,65.559,0.368,-0.452
'[09:10:33.190 26/12/1995]',0.023,-0.022,-0.006,65.559,0.368,-0.452
'[09:10:33.192 26/12/1995]',0.023,-0.030,-0.006,63.906,0.352,-0.455
'[09:10:33.194 26/12/1995]',0.022,-0.030,-0.006,63.906,0.352,-0.455
'[09:10:33.196 26/12/1995]',0.021,-0.022,-0.006,63.906,0.352,-0.455
'[09:10:33.198 26/12/1995]',0.021,-0.022,-0.006,63.906,0.352,-0.455
'[09:10:33.200 26/12/1995]',0.019,-0.015,-0.006,62.454,0.332,-0.459
'[09:10:33.202 26/12/1995]',0.018,-0.030,-0.006,62.454,0.332,-0.459
'[09:10:33.204 26/12/1995]',0.017,-0.015,-0.006,62.454,0.332,-0.459
'[09:10:33.206 26/12/1995]',0.017,-0.022,-0.006,62.454,0.332,-0.459
'[09:10:33.208 26/12/1995]',0.016,-0.015,-0.006,61.202,0.311,-0.465
'[09:10:33.210 26/12/1995]',0.016,-0.022,-0.013,61.202,0.311,-0.465
'[09:10:33.212 26/12/1995]',0.015,-0.022,-0.006,61.202,0.311,-0.465
'[09:10:33.214 26/12/1995]',0.015,-0.022,-0.013,61.202,0.311,-0.465
'[09:10:33.216 26/12/1995]',0.015,-0.022,-0.006,60.200,0.291,-0.471
'[09:10:33.218 26/12/1995]',0.014,-0.022,-0.013,60.200,0.291,-0.471
'[09:10:33.220 26/12/1995]',0.014,-0.015,-0.006,60.200,0.291,-0.471
'[09:10:33.222 26/12/1995]',0.014,-0.015,-0.013,60.200,0.291,-0.471
'[09:10:33.224 26/12/1995]',0.014,-0.022,-0.006,59.349,0.271,-0.476
'[09:10:33.226 26/12/1995]',0.014,-0.015,-0.006,59.349,0.271,-0.476
'[09:10:33.228 26/12/1995]',0.015,-0.015,-0.013,59.349,0.271,-0.476
'[09:10:33.230 26/12/1995]',0.016,-0.015,-0.013,59.349,0.271,-0.476
'[09:10:33.232 26/12/1995]',0.017,-0.022,-0.013,58.648,0.250,-0.481
'[09:10:33.234 26/12/1995]',0.018,-0.022,-0.006,58.648,0.250,-0.481
'[09:10:33.236 26/12/1995]',0.020,-0.015,-0.006,58.648,0.250,-0.481
'[09:10:33.238 26/12/1995]',0.022,-0.022,-0.006,58.648,0.250,-0.481
'[09:10:33.240 26/12/1995]',0.024,-0.015,0.001,58.097,0.226,-0.485
'[09:10:33.242 26/12/1995]',0.026,-0.022,-0.006,58.097,0.226,-0.485
'[09:10:33.244 26/12/1995]',0.027,-0.022,-0.006,58.097,0.226,-0.485
'[09:10:33.246 26/12/1995]',0.028,-0.022,-0.006,58.097,0.226,-0.485
'[09:10:33.248 26/12/1995]',0.028,-0.022,-0.006,57.646,0.205,-0.489
'[09:10:33.250 26/12/1995]',0.028,-0.030,-0.006,57.646,0.205,-0.489
'[09:10:33.252 26/12/1995]',0.027,-0.037,0.001,57.646,0.205,-0.489
'[09:10:33.254 26/12/1995]',0.026,-0.037,0.001,57.646,0.205,-0.489
'[09:10:33.256 26/12/1995]',0.025,-0.037,-0.006,57.345,0.180,-0.493
'[09:10:33.258 26/12/1995]',0.024,-0.030,-0.006,57.345,0.180,-0.493
'[09:10:33.260 26/12/1995]',0.022,-0.022,-0.013,57.345,0.180,-0.493
'[09:10:33.262 26/12/1995]',0.020,-0.022,-0.013,57.345,0.180,-0.493
'[09:10:33.264 26/12/1995]',0.019,-0.022,-0.013,57.095,0.160,-0.497
'[09:10:33.266 26/12/1995]',0.018,-0.015,-0.013,57.095,0.160,-0.497
'[09:10:33.268 26/12/1995]',0.018,-0.015,-0.013,57.095,0.160,-0.497
'[09:10:33.270 26/12/1995]',0.017,-0.022,-0.020,57.095,0.160,-0.497
'[09:10:33.272 26/12/1995]',0.018,-0.030,-0.013,56.895,0.140,-0.501
'[09:10:33.274 26/12/1995]',0.018,-0.022,-0.013,56.895,0.140,-0.501
'[09:10:33.276 26/12/1995]',0.019,-0.015,-0.013,56.895,0.140,-0.501
'[09:10:33.278 26/12/1995]',0.021,-0.015,-0.006,56.895,0.140,-0.501
'[09:10:33.280 26/12/1995]',0.021,-0.022,-0.006,56.644,0.119,-0.504
'[09:10:33.282 26/12/1995]',0.021,-0.022,-0.006,56.644,0.119,-0.504
'[09:10:33.284 26/12/1995]',0.021,-0.022,-0.013,56.644,0.119,-0.504
'[09:10:33.286 26/12/1995]',0.021,-0.022,-0.006,56.644,0.119,-0.504
'[09:10:33.288 26/12/1995]',0.022,-0.022,-0.013,56.544,0.095,-0.507
'[09:10:33.290 26/12/1995]',0.022,-0.022,-0.013,56.544,0.095,-0.507
'[09:10:33.292 26/12/1995]',0.023,-0.022,-0.020,56.544,0.095,-0.507
'[09:10:33.294 26/12/1995]',0.024,-0.022,-0.020,56.544,0.095,-0.507
'[09:10:33.296 26/12/1995]',0.025,-0.022,-0.020,56.344,0.082,-0.508
'[09:10:33.298 26/12/1995]',0.026,-0.030,-0.013,56.344,0.082,-0.508
'[09:10:33.300 26/12/1995]',0.027,-0.030,-0.013,56.344,0.082,-0.508
'[09:10:33.302 26/12/1995]',0.027,-0.030,-0.013,56.344,0.082,-0.508
'[09:10:33.304 26/12/1995]',0.026,-0.022,-0.006,56.244,0.058,-0.509
'[09:10:33.306 26/12/1995]',0.026,-0.022,-0.006,56.244,0.058,-0.509
'[09:10:33.308 26/12/1995]',0.025,-0.037,-0.006,56.244,0.058,-0.509
'[09:10:33.310 26/12/1995]',0.024,-0.037,-0.006,56.244,0.058,-0.509
'[09:10:33.312 26/12/1995]',0.024,-0.030,-0.006,55.993,0.041,-0.510
'[09:10:33.314 26/12/1995]',0.023,-0.022,-0.013,55.993,0.041,-0.510
'[09:10:33.316 26/12/1995]',0.022,-0.022,-0.013,55.993,0.041,-0.510
'[09:10:33.318 26/12/1995]',0.022,-0.015,-0.006,55.993,0.041,-0.510
'[09:10:33.320 26/12/1995]',0.023,-0.015,-0.013,55.643,0.017,-0.510
'[09:10:33.322 26/12/1995]',0.024,-0.015,-0.013,55.643,0.017,-0.510
'[09:10:33.324 26/12/1995]',0.025,-0.022,-0.013,55.643,0.017,-0.510
'[09:10:33.326 26/12/1995]',0.025,-0.030,-0.013,55.643,0.017,-0.510
'[09:10:33.328 26/12/1995]',0.026,-0.022,-0.006,55.292,-0.004,-0.511
'[09:10:33.330 26/12/1995]',0.026,-0.015,-0.006,55.292,-0.004,-0.511
'[09:10:33.332 26/12/1995]',0.025,-0.015,-0.013,55.292,-0.004,-0.511
'[09:10:33.334 26/12/1995]',0.025,-0.030,-0.006,55.292,-0.004,-0.511
'[09:10:33.336 26/12/1995]',0.024,-0.030,-0.006,54.841,-0.025,-0.511
'[09:10:33.338 26/12/1995]',0.023,-0.022,-0.006,54.841,-0.025,-0.511
'[09:10:33.340 26/12/1995]',0.022,-0.015,-0.006,54.841,-0.025,-0.511
'[09:10:33.342 26/12/1995]',0.021,-0.007,-0.006,54.841,-0.025,-0.511
'[09:10:33.344 26/12/1995]',0.019,-0.022,-0.006,54.340,-0.049,-0.512
'[09:10:33.346 26/12/1995]',0.017,-0.022,0.001,54.340,-0.049,-0.512
'[09:10:33.348 26/12/1995]',0.015,-0.030,0.001,54.340,-0.049,-0.512
'[09:10:33.350 26/12/1995]',0.014,-0.022,-0.006,54.340,-0.049,-0.512
'[09:10:33.352 26/12/1995]',0.012,-0.015,-0.013,53.940,-0.073,-0.513
'[09:10:33.354 26/12/1995]',0.011,-0.007,-0.013,53.940,-0.073,-0.513
'[09:10:33.356 26/12/1995]',0.011,-0.015,-0.020,53.940,-0.073,-0.513
'[09:10:33.358 26/12/1995]',0.010,-0.015,-0.020,53.940,-0.073,-0.513
'[09:10:33.360 26/12/1995]',0.011,-0.022,-0.013,53.589,-0.094,-0.514
'[09:10:33.362 26/12/1995]',0.012,-0.030,-0.020,53.589,-0.094,-0.514
'[09:10:33.364 26/12/1995]',0.016,-0.030,-0.020,53.589,-0.094,-0.514
'[09:10:33.366 26/12/1995]',0.019,-0.022,-0.027,53.589,-0.094,-0.514
'[09:10:33.368 26/12/1995]',0.024,-0.007,-0.020,53.189,-0.127,-0.516
'[09:10:33.370 26/12/1995]',0.029,0.001,-0.033,53.189,-0.127,-0.516
'[09:10:33.372 26/12/1995]',0.037,0.008,-0.033,53.189,-0.127,-0.516
'[09:10:33.374 26/12/1995]',0.045,0.008,-0.033,53.189,-0.127,-0.516
'[09:10:33.376 26/12/1995]',0.054,-0.007,-0.033,52.838,-0.151,-0.518
'[09:10:33.378 26/12/1995]',0.064,-0.030,-0.027,52.838,-0.151,-0.518
'[09:10:33.380 26/12/1995]',0.075,-0.045,-0.027,52.838,-0.151,-0.518
'[09:10:33.382 26/12/1995]',0.086,-0.068,-0.020,52.838,-0.151,-0.518
'[09:10:33.384 26/12/1995]',0.098,-0.075,-0.020,52.487,-0.176,-0.520
'[09:10:33.386 26/12/1995]',0.110,-0.098,-0.006,52.487,-0.176,-0.520
'[09:10:33.388 26/12/1995]',0.122,-0.121,0.001,52.487,-0.176,-0.520
'[09:10:33.390 26/12/1995]',0.133,-0.143,0.007,52.487,-0.176,-0.520
'[09:10:33.392 26/12/1995]',0.145,-0.159,0.021,52.137,-0.208,-0.522
'[09:10:33.394 26/12/1995]',0.156,-0.174,0.028,52.137,-0.208,-0.522
'[09:10:33.396 26/12/1995]',0.167,-0.189,0.034,52.137,-0.208,-0.522
'[09:10:33.398 26/12/1995]',0.178,-0.212,0.048,52.137,-0.208,-0.522
'[09:10:33.400 26/12/1995]',0.189,-0.219,0.068,51.786,-0.237,-0.523
'[09:10:33.402 26/12/1995]',0.200,-0.242,0.068,51.786,-0.237,-0.523
'[09:10:33.404 26/12/1995]',0.209,-0.257,0.089,51.786,-0.237,-0.523
'[09:10:33.406 26/12/1995]',0.217,-0.287,0.102,51.786,-0.237,-0.523
'[09:10:33.408 26/12/1995]',0.222,-0.310,0.109,51.536,-0.226,-0.524
'[09:10:33.410 26/12/1995]',0.226,-0.340,0.129,51.536,-0.226,-0.524
'[09:10:33.412 26/12/1995]',0.225,-0.363,0.136,51.536,-0.226,-0.524
'[09:10:33.414 26/12/1995]',0.224,-0.363,0.150,51.536,-0.226,-0.524
'[09:10:33.416 26/12/1995]',0.218,-0.371,0.150,51.235,-0.252,-0.525
'[09:10:33.418 26/12/1995]',0.212,-0.363,0.150,51.235,-0.252,-0.525
'[09:10:33.420 26/12/1995]',0.203,-0.340,0.143,51.235,-0.252,-0.525
'[09:10:33.422 26/12/1995]',0.194,-0.310,0.136,51.235,-0.252,-0.525
'[09:10:33.424 26/12/1995]',0.185,-0.295,0.129,50.935,-0.275,-0.526
'[09:10:33.426 26/12/1995]',0.177,-0.280,0.116,50.935,-0.275,-0.526
'[09:10:33.428 26/12/1995]',0.169,-0.280,0.116,50.935,-0.275,-0.526
'[09:10:33.430 26/12/1995]',0.162,-0.280,0.109,50.935,-0.275,-0.526
'[09:10:33.432 26/12/1995]',0.155,-0.272,0.102,50.634,-0.301,-0.526
'[09:10:33.434 26/12/1995]',0.149,-0.257,0.096,50.634,-0.301,-0.526
'[09:10:33.436 26/12/1995]',0.141,-0.242,0.096,50.634,-0.301,-0.526
'[09:10:33.438 26/12/1995]',0.134,-0.234,0.096,50.634,-0.301,-0.526
'[09:10:33.440 26/12/1995]',0.125,-0.227,0.075,50.334,-0.325,-0.526
'[09:10:33.442 26/12/1995]',0.117,-0.219,0.068,50.334,-0.325,-0.526
'[09:10:33.444 26/12/1995]',0.107,-0.212,0.062,50.334,-0.325,-0.526
'[09:10:33.446 26/12/1995]',0.098,-0.189,0.062,50.334,-0.325,-0.526
'[09:10:33.448 26/12/1995]',0.088,-0.174,0.048,50.083,-0.344,-0.525
'[09:10:33.450 26/12/1995]',0.078,-0.159,0.048,50.083,-0.344,-0.525
'[09:10:33.452 26/12/1995]',0.068,-0.143,0.028,50.083,-0.344,-0.525
'[09:10:33.454 26/12/1995]',0.059,-0.113,0.021,50.083,-0.344,-0.525
'[09:10:33.456 26/12/1995]',0.051,-0.098,0.014,49.833,-0.370,-0.522
'[09:10:33.458 26/12/1995]',0.044,-0.091,0.014,49.833,-0.370,-0.522
'[09:10:33.460 26/12/1995]',0.038,-0.083,0.007,49.833,-0.370,-0.522
'[09:10:33.462 26/12/1995]',0.032,-0.068,0.001,49.833,-0.370,-0.522
'[09:10:33.464 26/12/1995]',0.027,-0.045,-0.006,49.583,-0.389,-0.519
'[09:10:33.466 26/12/1995]',0.022,-0.030,-0.006,49.583,-0.389,-0.519
'[09:10:33.468 26/12/1995]',0.019,-0.022,-0.013,49.583,-0.389,-0.519
'[09:10:33.470 26/12/1995]',0.015,-0.015,-0.006,49.583,-0.389,-0.519
'[09:10:33.472 26/12/1995]',0.013,-0.015,-0.013,49.382,-0.405,-0.516
'[09:10:33.474 26/12/1995]',0.010,-0.015,-0.013,49.382,-0.405,-0.516
'[09:10:33.476 26/12/1995]',0.009,-0.007,-0.013,49.382,-0.405,-0.516
'[09:10:33.478 26/12/1995]',0.008,0.008,-0.020,49.382,-0.405,-0.516
'[09:10:33.480 26/12/1995]',0.006,0.016,-0.020,49.132,-0.423,-0.513
'[09:10:33.482 26/12/1995]',0.005,0.008,-0.020,49.132,-0.423,-0.513
'[09:10:33.484 26/12/1995]',0.005,0.001,-0.013,49.132,-0.423,-0.513
'[09:10:33.486 26/12/1995]',0.004,0.001,-0.020,49.132,-0.423,-0.513
'[09:10:33.488 26/12/1995]',0.003,0.016,-0.020,48.881,-0.443,-0.510
'[09:10:33.490 26/12/1995]',0.003,0.023,-0.027,48.881,-0.443,-0.510
'[09:10:33.492 26/12/1995]',0.002,0.016,-0.027,48.881,-0.443,-0.510
'[09:10:33.494 26/12/1995]',0.002,0.016,-0.027,48.881,-0.443,-0.510
'[09:10:33.496 26/12/1995]',0.002,0.016,-0.027,48.581,-0.462,-0.508
'[09:10:33.498 26/12/1995]',0.001,0.016,-0.027,48.581,-0.462,-0.508
'[09:10:33.500 26/12/1995]',0.000,0.023,-0.027,48.581,-0.462,-0.508
'[09:10:33.502 26/12/1995]',-0.001,0.031,-0.020,48.581,-0.462,-0.508
'[09:10:33.504 26/12/1995]',-0.002,0.031,-0.020,48.381,-0.477,-0.506
'[09:10:33.506 26/12/1995]',-0.003,0.038,-0.020,48.381,-0.477,-0.506
'[09:10:33.508 26/12/1995]',-0.003,0.038,-0.020,48.381,-0.477,-0.506
'[09:10:33.510 26/12/1995]',-0.004,0.038,-0.020,48.381,-0.477,-0.506
'[09:10:33.512 26/12/1995]',-0.004,0.038,-0.020,48.130,-0.496,-0.504
'[09:10:33.514 26/12/1995]',-0.004,0.031,-0.027,48.130,-0.496,-0.504
'[09:10:33.516 26/12/1995]',-0.003,0.031,-0.020,48.130,-0.496,-0.504
'[09:10:33.518 26/12/1995]',-0.003,0.023,-0.020,48.130,-0.496,-0.504
'[09:10:33.520 26/12/1995]',-0.003,0.023,-0.020,47.830,-0.507,-0.503
'[09:10:33.522 26/12/1995]',-0.003,0.031,-0.013,47.830,-0.507,-0.503
'[09:10:33.524 26/12/1995]',-0.004,0.031,-0.020,47.830,-0.507,-0.503
'[09:10:33.526 26/12/1995]',-0.004,0.031,-0.013,47.830,-0.507,-0.503
'[09:10:33.528 26/12/1995]',-0.005,0.023,-0.013,47.679,-0.526,-0.501
'[09:10:33.530 26/12/1995]',-0.006,0.031,-0.013,47.679,-0.526,-0.501
'[09:10:33.532 26/12/1995]',-0.007,0.031,-0.020,47.679,-0.526,-0.501
'[09:10:33.534 26/12/1995]',-0.008,0.031,-0.013,47.679,-0.526,-0.501
'[09:10:33.536 26/12/1995]',-0.008,0.038,-0.013,47.579,-0.541,-0.500
'[09:10:33.538 26/12/1995]',-0.009,0.031,-0.020,47.579,-0.541,-0.500
'[09:10:33.540 26/12/1995]',-0.009,0.038,-0.020,47.579,-0.541,-0.500
'[09:10:33.542 26/12/1995]',-0.010,0.038,-0.027,47.579,-0.541,-0.500
'[09:10:33.544 26/12/1995]',-0.011,0.031,-0.020,48.030,-0.557,-0.499
'[09:10:33.546 26/12/1995]',-0.011,0.031,-0.020,48.030,-0.557,-0.499
'[09:10:33.548 26/12/1995]',-0.013,0.031,-0.020,48.030,-0.557,-0.499
'[09:10:33.550 26/12/1995]',-0.014,0.038,-0.020,48.030,-0.557,-0.499
'[09:10:33.552 26/12/1995]',-0.015,0.046,-0.020,49.182,-0.565,-0.498
'[09:10:33.554 26/12/1995]',-0.017,0.046,-0.013,49.182,-0.565,-0.498
'[09:10:33.556 26/12/1995]',-0.018,0.046,-0.020,49.182,-0.565,-0.498
'[09:10:33.558 26/12/1995]',-0.019,0.046,-0.020,49.182,-0.565,-0.498
'[09:10:33.560 26/12/1995]',-0.020,0.046,-0.020,51.335,-0.565,-0.498
'[09:10:33.562 26/12/1995]',-0.022,0.046,-0.020,51.335,-0.565,-0.498
'[09:10:33.564 26/12/1995]',-0.023,0.046,-0.020,51.335,-0.565,-0.498
'[09:10:33.566 26/12/1995]',-0.024,0.046,-0.020,51.335,-0.565,-0.498
'[09:10:33.568 26/12/1995]',-0.024,0.046,-0.027,54.591,-0.561,-0.497
'[09:10:33.570 26/12/1995]',-0.025,0.054,-0.027,54.591,-0.561,-0.497
'[09:10:33.572 26/12/1995]',-0.025,0.069,-0.027,54.591,-0.561,-0.497
'[09:10:33.574 26/12/1995]',-0.025,0.069,-0.027,54.591,-0.561,-0.497
'[09:10:33.576 26/12/1995]',-0.025,0.054,-0.027,58.698,-0.553,-0.495
'[09:10:33.578 26/12/1995]',-0.025,0.054,-0.027,58.698,-0.553,-0.495
'[09:10:33.580 26/12/1995]',-0.025,0.054,-0.027,58.698,-0.553,-0.495
'[09:10:33.582 26/12/1995]',-0.025,0.046,-0.027,58.698,-0.553,-0.495
'[09:10:33.584 26/12/1995]',-0.025,0.046,-0.027,63.456,-0.530,-0.493
'[09:10:33.586 26/12/1995]',-0.026,0.069,-0.027,63.456,-0.530,-0.493
'[09:10:33.588 26/12/1995]',-0.026,0.069,-0.033,63.456,-0.530,-0.493
'[09:10:33.590 26/12/1995]',-0.027,0.069,-0.027,63.456,-0.530,-0.493
'[09:10:33.592 26/12/1995]',-0.027,0.069,-0.027,68.414,-0.507,-0.491
'[09:10:33.594 26/12/1995]',-0.026,0.069,-0.033,68.414,-0.507,-0.491
'[09:10:33.596 26/12/1995]',-0.026,0.069,-0.033,68.414,-0.507,-0.491
'[09:10:33.598 26/12/1995]',-0.025,0.069,-0.033,68.414,-0.507,-0.491
'[09:10:33.600 26/12/1995]',-0.024,0.054,-0.033,73.472,-0.466,-0.489
'[09:10:33.602 26/12/1995]',-0.022,0.054,-0.033,73.472,-0.466,-0.489
'[09:10:33.604 26/12/1995]',-0.022,0.054,-0.033,73.472,-0.466,-0.489
'[09:10:33.606 26/12/1995]',-0.021,0.054,-0.027,73.472,-0.466,-0.489
'[09:10:33.608 26/12/1995]',-0.020,0.069,-0.033,78.280,-0.419,-0.486
'[09:10:33.610 26/12/1995]',-0.019,0.046,-0.027,78.280,-0.419,-0.486
'[09:10:33.612 26/12/1995]',-0.019,0.038,-0.027,78.280,-0.419,-0.486
'[09:10:33.614 26/12/1995]',-0.018,0.038,-0.027,78.280,-0.419,-0.486
'[09:10:33.616 26/12/1995]',-0.017,0.046,-0.027,82.688,-0.366,-0.483
'[09:10:33.618 26/12/1995]',-0.016,0.054,-0.020,82.688,-0.366,-0.483
'[09:10:33.620 26/12/1995]',-0.014,0.046,-0.027,82.688,-0.366,-0.483
'[09:10:33.622 26/12/1995]',-0.013,0.046,-0.027,82.688,-0.366,-0.483
'[09:10:33.624 26/12/1995]',-0.011,0.038,-0.027,86.494,-0.305,-0.480
'[09:10:33.626 26/12/1995]',-0.009,0.038,-0.027,86.494,-0.305,-0.480
'[09:10:33.628 26/12/1995]',-0.007,0.038,-0.033,86.494,-0.305,-0.480
'[09:10:33.630 26/12/1995]',-0.005,0.038,-0.027,86.494,-0.305,-0.480
'[09:10:33.632 26/12/1995]',-0.003,0.031,-0.027,89.749,-0.244,-0.476
'[09:10:33.634 26/12/1995]',-0.001,0.031,-0.027,89.749,-0.244,-0.476
'[09:10:33.636 26/12/1995]',0.001,0.023,-0.027,89.749,-0.244,-0.476
'[09:10:33.638 26/12/1995]',0.002,0.023,-0.027,89.749,-0.244,-0.476
'[09:10:33.640 26/12/1995]',0.003,0.016,-0.020,92.254,-0.175,-0.471
'[09:10:33.642 26/12/1995]',0.004,0.008,-0.020,92.254,-0.175,-0.471
'[09:10:33.644 26/12/1995]',0.005,0.008,-0.020,92.254,-0.175,-0.471
'[09:10:33.646 26/12/1995]',0.006,0.008,-0.020,92.254,-0.175,-0.471
'[09:10:33.648 26/12/1995]',0.007,0.016,-0.020,94.207,-0.111,-0.467
'[09:10:33.650 26/12/1995]',0.008,0.008,-0.013,94.207,-0.111,-0.467
'[09:10:33.652 26/12/1995]',0.008,0.008,-0.020,94.207,-0.111,-0.467
'[09:10:33.654 26/12/1995]',0.009,0.001,-0.020,94.207,-0.111,-0.467
'[09:10:33.656 26/12/1995]',0.011,0.001,-0.020,95.509,-0.043,-0.461
'[09:10:33.658 26/12/1995]',0.012,0.001,-0.020,95.509,-0.043,-0.461
'[09:10:33.660 26/12/1995]',0.013,0.001,-0.020,95.509,-0.043,-0.461
'[09:10:33.662 26/12/1995]',0.014,-0.007,-0.013,95.509,-0.043,-0.461
'[09:10:33.664 26/12/1995]',0.015,-0.015,-0.013,96.210,0.022,-0.455
'[09:10:33.666 26/12/1995]',0.016,-0.022,-0.013,96.210,0.022,-0.455
'[09:10:33.668 26/12/1995]',0.017,-0.015,-0.006,96.210,0.022,-0.455
'[09:10:33.670 26/12/1995]',0.017,-0.007,-0.013,96.210,0.022,-0.455
'[09:10:33.672 26/12/1995]',0.018,-0.007,-0.006,96.511,0.080,-0.450
'[09:10:33.674 26/12/1995]',0.019,-0.007,-0.013,96.511,0.080,-0.450
'[09:10:33.676 26/12/1995]',0.020,-0.007,-0.013,96.511,0.080,-0.450
'[09:10:33.678 26/12/1995]',0.021,-0.007,-0.013,96.511,0.080,-0.450
'[09:10:33.680 26/12/1995]',0.022,-0.015,-0.006,96.360,0.141,-0.446
'[09:10:33.682 26/12/1995]',0.023,-0.015,-0.006,96.360,0.141,-0.446
'[09:10:33.684 26/12/1995]',0.023,-0.022,-0.006,96.360,0.141,-0.446
'[09:10:33.686 26/12/1995]',0.024,-0.030,-0.006,96.360,0.141,-0.446
'[09:10:33.688 26/12/1995]',0.025,-0.022,-0.006,95.910,0.194,-0.442
'[09:10:33.690 26/12/1995]',0.025,-0.015,-0.006,95.910,0.194,-0.442
'[09:10:33.692 26/12/1995]',0.026,-0.015,-0.006,95.910,0.194,-0.442
'[09:10:33.694 26/12/1995]',0.026,-0.022,-0.006,95.910,0.194,-0.442
'[09:10:33.696 26/12/1995]',0.027,-0.022,-0.006,95.158,0.243,-0.439
'[09:10:33.698 26/12/1995]',0.028,-0.030,0.001,95.158,0.243,-0.439
'[09:10:33.700 26/12/1995]',0.028,-0.030,0.001,95.158,0.243,-0.439
'[09:10:33.702 26/12/1995]',0.029,-0.030,0.001,95.158,0.243,-0.439
'[09:10:33.704 26/12/1995]',0.028,-0.022,0.001,94.157,0.285,-0.435
'[09:10:33.706 26/12/1995]',0.028,-0.037,0.001,94.157,0.285,-0.435
'[09:10:33.708 26/12/1995]',0.026,-0.037,0.007,94.157,0.285,-0.435
'[09:10:33.710 26/12/1995]',0.025,-0.037,0.007,94.157,0.285,-0.435
'[09:10:33.712 26/12/1995]',0.024,-0.037,0.001,92.905,0.328,-0.431
'[09:10:33.714 26/12/1995]',0.024,-0.030,0.001,92.905,0.328,-0.431
'[09:10:33.716 26/12/1995]',0.024,-0.030,-0.006,92.905,0.328,-0.431
'[09:10:33.718 26/12/1995]',0.023,-0.022,-0.006,92.905,0.328,-0.431
'[09:10:33.720 26/12/1995]',0.024,-0.022,-0.006,91.452,0.365,-0.427
'[09:10:33.722 26/12/1995]',0.024,-0.022,-0.006,91.452,0.365,-0.427
'[09:10:33.724 26/12/1995]',0.025,-0.015,-0.006,91.452,0.365,-0.427
'[09:10:33.726 26/12/1995]',0.025,-0.022,-0.006,91.452,0.365,-0.427
'[09:10:33.728 26/12/1995]',0.025,-0.022,0.001,89.549,0.393,-0.424
'[09:10:33.730 26/12/1995]',0.024,-0.022,0.001,89.549,0.393,-0.424
'[09:10:33.732 26/12/1995]',0.023,-0.022,-0.006,89.549,0.393,-0.424
'[09:10:33.734 26/12/1995]',0.022,-0.030,-0.006,89.549,0.393,-0.424
'[09:10:33.736 26/12/1995]',0.021,-0.022,-0.006,87.345,0.415,-0.422
'[09:10:33.738 26/12/1995]',0.019,-0.015,0.001,87.345,0.415,-0.422
'[09:10:33.740 26/12/1995]',0.020,-0.022,-0.006,87.345,0.415,-0.422
'[09:10:33.742 26/12/1995]',0.020,-0.015,-0.006,87.345,0.415,-0.422
'[09:10:33.744 26/12/1995]',0.021,-0.022,-0.006,84.791,0.434,-0.422
'[09:10:33.746 26/12/1995]',0.022,-0.022,-0.006,84.791,0.434,-0.422
'[09:10:33.748 26/12/1995]',0.023,-0.030,-0.013,84.791,0.434,-0.422
'[09:10:33.750 26/12/1995]',0.023,-0.037,-0.013,84.791,0.434,-0.422
'[09:10:33.752 26/12/1995]',0.023,-0.037,-0.006,81.987,0.454,-0.424
'[09:10:33.754 26/12/1995]',0.023,-0.037,-0.006,81.987,0.454,-0.424
'[09:10:33.756 26/12/1995]',0.022,-0.030,-0.006,81.987,0.454,-0.424
'[09:10:33.758 26/12/1995]',0.021,-0.022,-0.006,81.987,0.454,-0.424
'[09:10:33.760 26/12/1995]',0.018,-0.015,-0.006,79.182,0.465,-0.426
'[09:10:33.762 26/12/1995]',0.016,-0.015,-0.006,79.182,0.465,-0.426
'[09:10:33.764 26/12/1995]',0.015,-0.015,-0.013,79.182,0.465,-0.426
'[09:10:33.766 26/12/1995]',0.014,-0.015,-0.013,79.182,0.465,-0.426
'[09:10:33.768 26/12/1995]',0.014,-0.015,-0.013,76.377,0.469,-0.427
'[09:10:33.770 26/12/1995]',0.014,-0.015,-0.013,76.377,0.469,-0.427
'[09:10:33.772 26/12/1995]',0.013,-0.022,-0.013,76.377,0.469,-0.427
'[09:10:33.774 26/12/1995]',0.013,-0.022,-0.013,76.377,0.469,-0.427
'[09:10:33.776 26/12/1995]',0.012,-0.015,-0.013,73.673,0.469,-0.429
'[09:10:33.778 26/12/1995]',0.012,-0.007,-0.013,73.673,0.469,-0.429
'[09:10:33.780 26/12/1995]',0.012,-0.015,-0.020,73.673,0.469,-0.429
'[09:10:33.782 26/12/1995]',0.012,-0.015,-0.020,73.673,0.469,-0.429
'[09:10:33.784 26/12/1995]',0.012,-0.015,-0.013,71.168,0.465,-0.430
'[09:10:33.786 26/12/1995]',0.012,-0.015,-0.020,71.168,0.465,-0.430
'[09:10:33.788 26/12/1995]',0.013,-0.022,-0.013,71.168,0.465,-0.430
'[09:10:33.790 26/12/1995]',0.014,-0.022,-0.013,71.168,0.465,-0.430
'[09:10:33.792 26/12/1995]',0.014,-0.015,-0.013,68.965,0.465,-0.433
